name,brand,descrizione,categoria,image_url
RY36BLB-140,ryobi,"Il soffiatore Ryobi MAX POWER offre una potenza impressionante che può essere facilmente controllata con il grilletto a velocità variabile. Nuova impugnatura, dal design ben bilanciato, per un comfort ottimale durante l'uso prolungato. Il soffiatore è dotato di gancio ,per appenderlo, e ugello rimovibile così da ridurre al minimo l'ingombro una volta che deve essere riposto.",giardinaggio,/images/ryobi_prodotti/RY36BLB-140.webp
"Tagliasiepi 18V, Lama 45cm",ryobi,Lama affilata al diamante 45cm In grado di tagliare rami fino a 18mm di diametro Peso di soli 2kg (senza batteria) Impugnatura anteriore studiata per effettuare tagli ad ogni angolazione con il massimo comfort,giardinaggio,/images/ryobi_prodotti/Tagliasiepi18VLama45cm.webp
"Elettrosega TOP HANDLE da 36V MAX POWER Brushless da 30 cm (1x 4,0Ah)",ryobi,"Il motore brushless fornisce estrema potenza offrendo una elevata velocità della catena di 22,5 m/s e offre una maggiore autonomia Il design compatto e leggero rende questo strumento facile da manovrare, ideale per diverse posizioni di taglio Gancio integrato per il collegamento a un'imbracatura ideale per il trasporto o lo stoccaggio",giardinaggio,/images/ryobi_prodotti/ElettrosegaTOPHANDLEda36VMAXPOWERBrushlessda30cm1x40Ah.webp
"Tagliasiepi 18V (1x 2.0Ah), Lama 55cm",ryobi,"La nuova impugnatura in linea, progettata per un'ergonomia avanzata, combina comfort, design compatto e maneggevolezza per ottenere un prodotto perfettamente bilanciato Design leggero per un miglior comfort anche in uso prolungato La lama da 55 cm con massima capacità di taglio di 24 mm fornisce una potenza sufficiente per affrontare al meglio anche siepi di grandi dimensioni",giardinaggio,/images/ryobi_prodotti/Tagliasiepi18V1x20AhLama55cm.webp
Tagliasiepi 18V (1x 2.0Ah) 50 cm,ryobi,"La nuova impugnatura in linea, progettata per un'ergonomia avanzata, combina comfort, design compatto e maneggevolezza per ottenere un prodotto perfettamente bilanciato Design leggero per un miglior comfort anche in uso prolungato La lama da 50 cm con massima capacità di taglio di 24 mm fornisce una potenza sufficiente per affrontare al meglio anche siepi di grandi dimensioni",giardinaggio,/images/ryobi_prodotti/Tagliasiepi18V1x20Ah50cm.webp
"Tagliasiepi 18V (1x 2.0Ah), Lama 45cm",ryobi,"La nuova impugnatura in linea, progettata per un'ergonomia avanzata, combina comfort, design compatto e maneggevolezza per ottenere un prodotto perfettamente bilanciato Design leggero per un miglior comfort anche in uso prolungato La lama da 45 cm con massima capacità di taglio di 22 mm fornisce una potenza sufficiente per affrontare al meglio anche siepi di grandi dimensioni",giardinaggio,/images/ryobi_prodotti/Tagliasiepi18V1x20AhLama45cm.webp
"Tosaerba con Movenza Assistita 36V (1x 6.0Ah), Taglio 40cm",ryobi,"Motore 36V a coppia elevata che offre prestazioni eccellenti anche in condizioni gravose Piatto di taglio ottimizzato con lama in metallo da 40 cm per eccellenti prestazioni di taglio, pacciamatura e insacchettamento Regolazione dell'altezza di taglio cetralizzata a 5 posizioni da 20 a 70 mm",giardinaggio,/images/ryobi_prodotti/TosaerbaconMovenzaAssistita36V1x60AhTaglio40cm.webp
Tagliaerba 18V (2x 4.0Ah) 37 cm,ryobi,Diametro di taglio di 37cm Regolazione centralizzata dell'altezza di taglio con griglia in metallo a 6 posizioni: 20-70mm Pettini erba laterali EasyEdge per tagliare fino ai bordi dei muri,giardinaggio,/images/ryobi_prodotti/Tagliaerba18V2x40Ah37cm.webp
"Rasaerba 3-in-1 18V (1x 2.0Ah), 30cm",ryobi,"Strumento perfetto per la manutenzione di prati di piccole dimensioni Il design 3 in 1 ti consente di avere un tagliaerba, tagliabordi e rifilabordi tutto con un unico strumento compatto Il diametro di taglio di 30 cm facilita tutte le attività in giardini di piccole dimensioni",giardinaggio,/images/ryobi_prodotti/Rasaerba3-in-118V1x20Ah30cm.webp
Tagliaerba Brushless 18V ONE+™ (1x 5.0Ah) 40 cm,ryobi,"Piatto di taglio da 40 cm, ottimo per prati di medie dimensioni, un'ottima combinazione tra taglio veloce e manovrabilità Il motore brushless offre più potenza e maggiore autonomia Regola automaticamente la velocità di rotazione della lama in base alle condizioni di taglio per preservare l'autonomia o fornire maggior potenza quando necessario",giardinaggio,/images/ryobi_prodotti/TagliaerbaBrushless18VONE1x50Ah40cm.webp
"Rasaerba 18V ONE+ Brushless, taglio 46cm (2 18V x 5.0Ah)",ryobi,"Il rasaerba 18V Ryobi, taglio 46 cm, con la potenza più elevata di qualsiasi altro della gamma ONE+ grazie all'utilizzo delle doppie batterie che lavorano in sinergia. L'avanzata tecnologia del motore brushless offre più potenza e più autonomia La velocità delle lame viene costantemente monitorata e regolata dal rasaerba per massimizzare tempo di utilizzo e l'energia quando serve.",giardinaggio,/images/ryobi_prodotti/Rasaerba18VONEBrushlesstaglio46cm218Vx50Ah.webp
"Tosaerba 36V (1x 4.0Ah), Taglio 40cm",ryobi,"Parte della piattaforma a batteria MAX POWER, progettata per offrire più potenza, autonomia e una migliore durata, fornendo prestazioni equivalenti alle versioni a benzina Il motore ad alta potenza offre grandi prestazioni anche nelle applicazioni più gravose",giardinaggio,/images/ryobi_prodotti/Tosaerba36V1x40AhTaglio40cm.webp
Tagliasiepi estensibile 450W,ryobi,"Tagliasiepi ultra leggero 450W Testa di taglio orientabile 135° Asta modulare regolabile fino a 2,7m per raggiungere altezza fino a 4m Lama di 45cm doppia azione, taglio laser e affilata al diamante per tagli sempre precisi",giardinaggio,/images/ryobi_prodotti/Tagliasiepiestensibile450W.webp
RY36BCX30A-140,ryobi, ,giardinaggio,/images/ryobi_prodotti/RY36BCX30A-140.webp
Decespugliatore con Impugnatura Bike 36V,ryobi,Fino a 90 minuti di autonomia (lama) 2 funzioni in 1: fornito sia di testa a filo che lama Motore montato centralmente per un perfetto bilanciamento Variatore elettronico di velocità,giardinaggio,/images/ryobi_prodotti/DecespugliatoreconImpugnaturaBike36V.webp
Decespugliatore con Impugnatura Bike 18V (1x 4.0Ah),ryobi,2 funzioni in 1: fornito sia di testa a filo che lama Larghezza di taglio di 20cm (lama) - 33cm (filo) Velocità variabile per avere sempre un controllo ottimale Impugnatura a bike ergonomica,giardinaggio,/images/ryobi_prodotti/DecespugliatoreconImpugnaturaBike18V1x40Ah.webp
"Sega da potatura 18V ONE+™ da 15 cm (1 x 2,0 Ah)",ryobi,"Barra e catena da 15 cm perfetta per tagliare rami di medie dimensioni Grazie al motore da 18V e velocità della catena di 4,4 m/s, questa elettrosega da potatura può tagliare facilmente rami fino a 13 cm di spessore Tensionamento della catena senza attrezzi per una regolazione rapida e comoda della catena senza la necessità di attrezzi aggiuntivi",giardinaggio,/images/ryobi_prodotti/Segadapotatura18VONEda15cm1x20Ah.webp
"Decespugliatore MAX POWER da 26 cm - 30 cm (1 x 4,0Ah)",ryobi,"Per la rimozione di erbacce resistenti, piccoli cespugli e sottobosco Offre prestazioni di taglio potenti in condizioni difficili Lama da 26 cm in acciaio temprato Tri-Arc+™ per un taglio potente e preciso Ampiezza di taglio da 30 cm con fili da 1,6 mm per eseguire rapidamente qualsiasi lavoro",giardinaggio,/images/ryobi_prodotti/DecespugliatoreMAXPOWERda26cm-30cm1x40Ah.webp
Regolaerba e sagomatore 2-in-1 18V ONE+™ (1x2.0Ah),ryobi,"Il suo design è in grado di garantire uno strumento più piccolo ed ergonomico per un utilizzo più semplice. Cambio della lama senza attrezzi semplificato. Strumento 2-in-1: si può utilizzare come cesoia e come sagomatore (lame incluse), perfetto per tenere in ordine il tuo giardino",giardinaggio,/images/ryobi_prodotti/Regolaerbaesagomatore2-in-118VONE1x20Ah.webp
Scarificatore / Arieggiatore Brushless 18V (2x 4.0Ah) 35cm,ryobi,Motore Brushless 36V alimentato da 2 batterie 18V ONE+ 4 profondità per il massimo controllo Impugnatura pieghevole per un facile trasporto e riponimento 16 lame in acciaio inox,giardinaggio,/images/ryobi_prodotti/ScarificatoreArieggiatoreBrushless18V2x40Ah35cm.webp
Spazzaneve Monofase Brushless 36V (1x 4.0Ah) 45 cm,ryobi,"Coclea in metallo e gomma di larghezza 45 cm, ideale per vialetti di piccole e medie dimensioni Affronta neve ghiacciata e compatta fino a 25 cm di profondità senza fermarsi. Quindi lanciala a 8 m di distanza per liberare i percorsi ed evitare scivolamenti Le maniglie pieghevoli offrono la possibilità di stoccaggio in poco spazio, con maniglie per sollevarlo facilmente e riporlo nel bagagliaio dell'auto",giardinaggio,/images/ryobi_prodotti/SpazzaneveMonofaseBrushless36V1x40Ah45cm.webp
Idropulitrice Premium 1800W 140 bar,ryobi,Il motore ad alte prestazioni da 1800 W fornisce una pressione massima di 140 BAR e una portata massima di 420 L/h Il tubo ad alta pressione con armatura in acciaio è estremamente resistente e flessibile Avvolgitubo per riporre il tubo in modo facile e veloce quando non viene utilizzato,giardinaggio,/images/ryobi_prodotti/IdropulitricePremium1800W140bar.webp
"Elettrosega Compatta 18V (1x 2.5Ah), Barra 20cm",ryobi,"Lunghezza della barra di 20 cm, perfetta per tagliare piccoli tronchi e potare gli alberi La catena da 20 cm a pieno riempimento presenta più denti per tagli più uniformi. Fornisce anche vibrazioni inferiori e riduce il rischio di contraccolpi Sistema di lubrificazione manuale per semplificare al massimo le operazioni e la manutenzione. Richiede solo l'applicazione di olio direttamente sulla barra e sulla catena",giardinaggio,/images/ryobi_prodotti/ElettrosegaCompatta18V1x25AhBarra20cm.webp
"Elettrosega Brushless 36V (1x 5.0Ah), Barra 35cm",ryobi,Motore Brushless che garantisce prestazioni pari alle macchine a scoppio Barra e catena Oregon® 35cm Velocità catena di 21 m/s per tagli eccellenti Freno catena automatico: blocco istantaneo in caso di contatto con il paramani,giardinaggio,/images/ryobi_prodotti/ElettrosegaBrushless36V1x50AhBarra35cm.webp
Soffiatore 18V (1x 4.0Ah),ryobi,"Ideale per pulire foglie o detriti da superfici dure, come marciapiedi, pavimentazioni in giardino e vialetti Ugello alta velocità che permette una velocità di spinta dell'aria di 245 km/h Design leggero e compatto",giardinaggio,/images/ryobi_prodotti/Soffiatore18V1x40Ah.webp
OLT1832-SPK,ryobi, ,giardinaggio,/images/ryobi_prodotti/OLT1832-SPK.webp
"Tagliasiepi 36V (1x 2.0Ah), Lama 60cm",ryobi,Il motore 36V consente il taglio anche dei rami più duri Lama diamantata taglio laser 60cm offre risultati di taglio netti Spazio tra i denti delle lame di 26 mm per tagliare anche rami di diametro elevato,giardinaggio,/images/ryobi_prodotti/Tagliasiepi36V1x20AhLama60cm.webp
"Tagliasiepi 18V (1x 4.0Ah), Lama 55cm",ryobi,"La nuova impugnatura in linea, progettata per un'ergonomia avanzata, combina comfort, design compatto e maneggevolezza per ottenere un prodotto perfettamente bilanciato Design leggero per un miglior comfort anche in uso prolungato La lama da 55 cm con massima capacità di taglio di 24 mm fornisce una potenza sufficiente per affrontare al meglio anche siepi di grandi dimensioni",giardinaggio,/images/ryobi_prodotti/Tagliasiepi18V1x40AhLama55cm.webp
"Tagliasiepi 18V (1x 2.5Ah), Lama 50cm",ryobi,"La nuova impugnatura in linea, progettata per un'ergonomia avanzata, combina comfort, design compatto e maneggevolezza per ottenere un prodotto perfettamente bilanciato Design leggero per un miglior comfort anche in uso prolungato La lama da 50 cm con massima capacità di taglio di 24 mm fornisce una potenza sufficiente per affrontare al meglio anche siepi di grandi dimensioni",giardinaggio,/images/ryobi_prodotti/Tagliasiepi18V1x25AhLama50cm.webp
"Tosaerba Brushless 18V, Taglio 37cm",ryobi,Diametro di taglio di 37cm Motore brushless ad elevate prestazioni in grado di ottimizzare potenza ed autonomia Regolazione centralizzata dell'altezza di taglio con griglia in metallo a 6 posizioni: 20-70mm,giardinaggio,/images/ryobi_prodotti/TosaerbaBrushless18VTaglio37cm.webp
Tagliaerba Brushless 18V ONE+™ (2x 4.0Ah) 40 cm,ryobi,"Piatto di taglio da 40 cm, ottimo per prati di medie dimensioni, un'ottima combinazione tra taglio veloce e manovrabilità Il motore brushless offre più potenza e maggiore autonomia Regola automaticamente la velocità di rotazione della lama in base alle condizioni di taglio per preservare l'autonomia o fornire maggior potenza quando necessario",giardinaggio,/images/ryobi_prodotti/TagliaerbaBrushless18VONE2x40Ah40cm.webp
"Tosaerba 36V, Taglio 40cm",ryobi,"Parte della piattaforma a batteria MAX POWER, progettata per offrire più potenza, autonomia e una migliore durata, fornendo prestazioni equivalenti alle versioni a benzina Il motore ad alta potenza offre grandi prestazioni anche nelle applicazioni più gravose",giardinaggio,/images/ryobi_prodotti/Tosaerba36VTaglio40cm.webp
"Tosaerba Brushless 36V (1x 6.0Ah), Taglio 51cm",ryobi,"Diametro di taglio 51cm, perfetto per grandi giardini Motore Brushless che garantisce prestazioni pari alle macchine a scoppio Sistema semovente con velocità variabile Impugnatura telescopica e sacco di raccolta 70L per occupare pochissimo spazio quando non in uso",giardinaggio,/images/ryobi_prodotti/TosaerbaBrushless36V1x60AhTaglio51cm.webp
"Tagliasiepi Orientabile ed Estensibile 18V, Lama 45cm",ryobi,Lama affilata al diamante 45cm In grado di tagliare rami fino a 18mm di diametro Testa inclinabile in 4 posizioni Asta modulare regolabile con estensione massima fino a 2.9m,giardinaggio,/images/ryobi_prodotti/TagliasiepiOrientabileedEstensibile18VLama45cm.webp
RY36STX61A-260F,ryobi,"Coclea a velocità variabile interamente in metallo larga 61 cm per affrontare neve compatta e ghiaccio fino a 51 cm di altezza Doppio motore brushless per prestazioni ed efficienza ottimali Controlla la macchina dal cruscotto: leva per scivolo metallico direzionale a 180°, regolazione velocità semovenza e velocità della coclea. Inoltre, dal cruscotto puoi anche accendere le luci LED o attivare il riscaldamento dell'impugnatura",giardinaggio,/images/ryobi_prodotti/RY36STX61A-260F.webp
Spazzaneve 18V ONE+™ da 25 cm,ryobi,"Ideale per neve leggera o fresca fino a 15 cm di profondità. La pala scivola senza sforzo manuale Dotata di scivolo per la neve per getto fino a 6 m, ideale per spostare la neve lontana dal passaggio L'involucro della batteria, con grado di protezione IPX4, protegge la batteria di ONE+™ in caso di neve o pioggia intensa.",giardinaggio,/images/ryobi_prodotti/Spazzaneve18VONEda25cm.webp
"Lancia a Pressione 18V (1x 2,5Ah)",ryobi,"Piuttosto che avere la seccatura di tirare fuori un'idropulitrice per pulire il tuo veicolo, bicicletta o altra superficie, prendi semplicemente la tua lancia a pressione EZClean, collegala a un tubo e sei pronto a pulire Funziona ovunque tu sia! Usa il kit di aspirazione incluso per estrarre l'acqua da qualsiasi fonte di acqua dolce, come un lago o un secchio, per pulire ovunque",giardinaggio,/images/ryobi_prodotti/LanciaaPressione18V1x25Ah.webp
"Elettrosega Brushless 18V (1x 5.0Ah), Barra 30cm",ryobi,"Motore BRUSHLESS: massima potenza, massima autonomia Barra e catena Oregon® di 30cm Lubrificazione automatica della catena Regolazione catena senza l'ausilio di utensili",giardinaggio,/images/ryobi_prodotti/ElettrosegaBrushless18V1x50AhBarra30cm.webp
"Tagliabordi 18V, Taglio 25/30cm",ryobi,Larghezza di taglio regolabile di 25-30cm che conferisce grande versatilità Tecnologia EasyEdge™ che garantisce un rapido passaggio da modilità tagliabordi a rifilabordi Asta telescopica e maniglia regolabile garantiscono un elevato comfort per ogni altezza,giardinaggio,/images/ryobi_prodotti/Tagliabordi18VTaglio2530cm.webp
RLT183225S,ryobi, ,giardinaggio,/images/ryobi_prodotti/RLT183225S.webp
"Tagliabordi 18V (1x 2.5Ah), Taglio 25/30cm",ryobi,Larghezza di taglio regolabile di 25-30cm che conferisce grande versatilità Tecnologia EasyEdge™ che garantisce un rapido passaggio da modilità tagliabordi a rifilabordi Asta telescopica e maniglia regolabile garantiscono un elevato comfort per ogni altezza,giardinaggio,/images/ryobi_prodotti/Tagliabordi18V1x25AhTaglio2530cm.webp
"Potatore Estensibile 18V (1x 2,0Ah)",ryobi,Regolazione della tensione della catena senza l’ausilio di utensili Asta estensibile fino a 3 metri Testa orientata a 30° per maggiore sicurezza e facilità di taglio Lubrificazione automatica della catena,giardinaggio,/images/ryobi_prodotti/PotatoreEstensibile18V1x20Ah.webp
"Tagliabordi Ibrido 18V (1x 2.5Ah), Taglio 25/30cm",ryobi,"Innovativo sistema Ibrido, la scelta tra la praticità della batteria e la potenza dell'elettrico Testa a filo da 1.6mm e diametro di taglio regolabile 25-30cm Asta telescopica con tecnologia brevettata EasyEdge™ che garantisce un semplice passaggio da modalità tagliabordi a rifilabordi",giardinaggio,/images/ryobi_prodotti/TagliabordiIbrido18V1x25AhTaglio2530cm.webp
RLT183220S,ryobi,Larghezza di taglio regolabile di 25-30cm che conferisce grande versatilità Tecnologia EasyEdge™ che garantisce un rapido passaggio da modilità tagliabordi a rifilabordi Asta telescopica e maniglia regolabile garantiscono un elevato comfort per ogni altezza,giardinaggio,/images/ryobi_prodotti/RLT183220S.webp
"Tosaerba 18V, Taglio 33cm",ryobi,Diametro di taglio di 33 cm progettato per una facile manovrabilità in giardino Regolazione centralizzata dell'altezza di taglio in 5 posizioni da 25 a 65 mm Design ergonomico dell'impugnatura con 3 regolazioni di altezza per utenti di tutte le stature,giardinaggio,/images/ryobi_prodotti/Tosaerba18VTaglio33cm.webp
"Tosaerba 18V (1x 4.0Ah), Taglio 33cm",ryobi,Diametro di taglio di 33 cm progettato per una facile manovrabilità in giardino Regolazione centralizzata dell'altezza di taglio in 5 posizioni da 25 a 65 mm Design ergonomico dell'impugnatura con 3 regolazioni di altezza per utenti di tutte le stature,giardinaggio,/images/ryobi_prodotti/Tosaerba18V1x40AhTaglio33cm.webp
Spazzola rotante 18V,ryobi,"Spazzola rotante compatta, ideale per pulire senza sforzo differenti superfici Diametro spazzola 15 cm, con una rotazione fino a 210 g/min Batteria protetta contro accesso di liquidi IPX7",pulizia,/images/ryobi_prodotti/Spazzolarotante18V.webp
Atomizzatore a batteria 18V,ryobi,"Ideale per l'uso con detergenti, insetticidi, pesticidi, fungicidi e molto altro A differenza di un irroratore tradizionale, il liquido inserito viene atomizzato, ovvero ridotto in particelle piccolissime (40 micron in media), così da raggiungere superfici più distanti e depositarsi in modo più uniforme Rimuove il fastidio del pompaggio manuale così da non avere nessuna fatica: basta solo premere un pulsante!",pulizia,/images/ryobi_prodotti/Atomizzatoreabatteria18V.webp
Nebulizzatore 18V,ryobi,Nebulizzatore senza fili per la cura del giardino senza il vincolo di dover essere vicino ad una presa della corrente Pressurizza premendo un tasto Serbatoio graduato da 3.5L,pulizia,/images/ryobi_prodotti/Nebulizzatore18V.webp
Spazzola rotante telescopica 18V,ryobi,"Spazzola rotante telescopica, ideale per pulire in altezza o per arrivare in punti lontani da pulire Asta telescopica allungabile da 1 metro fino a 1.4 metri Testa inclinabile in 6 posizioni, per il massimo comfort di utilizzo in differenti applicazioni",pulizia,/images/ryobi_prodotti/Spazzolarotantetelescopica18V.webp
Spazzola 4V USB Lithium™ (1x 2.0Ah),ryobi,"Spazzola compatta, ideale per pulire lavandini, docce o rimuovere lo sporco Spazzola 4V alimentata dalla batteria USB Lithium™ La spazzola da 5 cm raggiunge i 300 giri al minuto, questo le permette di rimuovere velocemente e facilmente lo sporco",pulizia,/images/ryobi_prodotti/Spazzola4VUSBLithium1x20Ah.webp
Aspirapolvere Brushless 18V ONE+™,ryobi,"Aspirapolvere a batteria ad alte prestazioni, ideale per aspirare polvere e sporcizia da tappeti e ogni tipo di pavimento Il motore brushless offre prestazioni ottime e tempi di utilizzo più lunghi Design autoportante per una maggiore comodità e facilità di sistemazione 90 Watt di aspirazione e 900 l/min di flusso d'aria per una pulizia potente con un solo passaggio 2 diverse modalità: Max per prestazioni potenti oppure Eco per beneficiare della massima autonomia e un funzionamento più silenzioso La barra spazzola motorizzata da 26,5 cm aiuta a rimuovere lo sporco e la polvere dai tappeti e può essere disattivata per proteggere i pavimenti in legno duro dai graffi. La doppia filtrazione ciclonica HEPA 12 cattura fino al 99,5% di tutte le particelle, compresi pollini, spore fungine, batteri e virus, per garantire una pulizia completa. Questa aspirapolvere fa aprte del sistema ONE+™ per la casa e il giardino e può essere alimentata da qualsiasi batteria ONE+™!",pulizia,/images/ryobi_prodotti/AspirapolvereBrushless18VONE.webp
Spazzola Telescopica con Risciaquo 18V,ryobi,"Spazzola telescopica senza fili ideale per la pulizia senza sforzo di porte del garage, pareti, auto e molto altro Possibilità di erogare detergente (tanica integrata) o solo acqua dall'ugello sopra la testina per una pulizia facile e senza sforzo Collegala direttamente ad un tubo ad alta pressione per utilizzare la funzione risciacquo Raggiungi qualsiasi superficie grazie all'asta telescopica che si estende da 1 m a 1,4 m Testa inclinabile in 6 posizioni e ugello per risciacquo direzionabile per avere flessibilità e comfort quando si lavora su superfici come grondaie e finestre La testina rotante da 15cm gira a 210 giri/min per aiutare a rimuovere rapidamente lo sporco con il minimo sforzo Classificato IPX7, quindi completamente impermeabile",pulizia,/images/ryobi_prodotti/SpazzolaTelescopicaconRisciaquo18V.webp
Aspirapolvere 18V,ryobi,"Aspirapolvere ideale per la massima efficienza di aspirazione su pavimenti e tappeti Design self-standing, ideale quando non in uso 30 air watt di aspirazione e 820 l/min di flusso d'aria, per una pulizia ottima dopo una sola passata 2 velocità, per prestazioni più potenti o più silenziose a seconda delle necessità Spazzola motorizzata 24 cm, che permette di raccogliere tutto lo sporco. Può essere disattivata se necessario (es. su pavimenti in legno delicati). Filtrazione ciclonica per catturare fino al 99.5% di particelle di sporco, incluso polline. In quanto parte del sistema ONE+™, potrai utilizzare qualunque batteria 18V ONE+™",pulizia,/images/ryobi_prodotti/Aspirapolvere18V.webp
Pompa Irroratrice Spalleggiata 18V,ryobi,Irroratore a pressione variabile che elimina il fastidio e la fatica di pompare manualmente il liquido per raggiungere la pressione. Riduce del tempo necessario per completare l'attività Le cinghie dello zaino imbottite offrono comfort durante l'uso prolungato. Ogni cinturino è regolabile Il serbatoio da 15 litri fornisce una capacità sufficiente anche per i giardini più grandi La funzione di blocco del grilletto facilita l'irrorazione continua L'irroratore viene fornito con un ugello a ventaglio piatto e un ugello a getto regolabile,pulizia,/images/ryobi_prodotti/PompaIrroratriceSpalleggiata18V.webp
Pompa Irroratrice Spalleggiata 36V,ryobi,"La pompa irroratrice spalleggiata elimina il fastidio e la fatica di pompare manualmente il liquido per raggiungere la pressione. Riduce del tempo necessario per completare ogni attività Le cinghie dello zaino imbottite offrono comfort durante l'uso prolungato. Ogni cinturino è regolabile Il serbatoio da 15 litri fornisce una capacità sufficiente anche per i giardini più grandi La funzione di blocco del grilletto facilita l'irrorazione continua L'irroratore viene fornito con un ugello a ventaglio piatto, un ugello regolabile, un ugello doppio e un ugello a getto conico Ci tieni al tuo prato? Con questo irroratore potresti trattarlo con specifiche soluzioni per rendere il tuo prato più forte, più sano e più resistente",pulizia,/images/ryobi_prodotti/PompaIrroratriceSpalleggiata36V.webp
Soffiatore Compatto 18V,ryobi,"Ideale per la polvere ed i residui di materiali Compatto e potente con una velocità di soffiaggio di 200km/h 3 velocità: bassa velocità per applicazioni in officina, media velocità dà maggior controllo mentre alta velocità garantisce il massimo della potenza Velocità regolabile tramite apposito pulsante Elevata qualità del tubo in gomma garantisce la rimozione di detriti bagnati dalle superfici Fino a 70 minuti di autonomia con la batteria 5.0Ah Lithium+ (batteria non inclusa)",pulizia,/images/ryobi_prodotti/SoffiatoreCompatto18V.webp
Aspiratore compatto 18V,ryobi,"Fino a 1100 l/min di flusso d'aria per pulire in casa, automobile o laboratorio Contenitore da 600ml facile da svuotare Design allungato per la pulizia in punti difficili da raggiungere Interruttore con blocco",pulizia,/images/ryobi_prodotti/Aspiratorecompatto18V.webp
Aspiratore compatto 18V con prolunga,ryobi,"Fino a 1100 l/min di flusso d'aria per pulire in casa, automobile o laboratorio Contenitore da 600ml facile da svuotare Include una kit completo per l'aspirazione, incluso tubo e spazzola per pavimenti Interruttore con blocco",pulizia,/images/ryobi_prodotti/Aspiratorecompatto18Vconprolunga.webp
Lancia a Pressione 18V,ryobi,"Piuttosto che avere la seccatura di tirare fuori un'idropulitrice per pulire il tuo veicolo, bicicletta o altra superficie, prendi semplicemente la tua lancia a pressione EZClean, collegala a un tubo e sei pronto a pulire Funziona ovunque tu sia! Usa il kit di aspirazione incluso per estrarre l'acqua da qualsiasi fonte di acqua dolce, come un lago o un secchio, per pulire ovunque Il tubo flessibile del kit di aspirazione da 6 metri garantisce maggiore flessibilità di movimento durante l'uso L'ugello 3-in-1 include un ugello turbo per pulizie difficili, un getto a ventaglio a 15 ° per pulizie generiche ed una funzione risciacquo 4 volte più potente di un tubo da giardino standard, per pulire rapidamente una varietà di superfici",pulizia,/images/ryobi_prodotti/LanciaaPressione18V.webp
Idropulitrice 1400W 110 bar,ryobi,"Il motore ad alte prestazioni da 1400 W fornisce una pressione massima di 110 BAR e una portata massima di 390 L/h Leggera e compatta con maniglia per il trasporto integrata Vano per riporre tubo flessibile, pistola e lancia Kit schiumogeno incluso Ottima per pulire auto, biciclette e mobili da giardino",pulizia,/images/ryobi_prodotti/Idropulitrice1400W110bar.webp
Idropulitrice 1800W 140 bar,ryobi,"Il motore ad alte prestazioni da 1800 W fornisce una pressione massima di 140 BAR e una portata massima di 420 L/h Il tubo ad alta pressione con armatura in acciaio è estremamente resistente e flessibile Avvolgitubo per riporre il tubo in modo facile e veloce quando non viene utilizzato Lavapavimenti inclusa ideale per pulire comodamente tutte le pavimentazioni esterne Serbatoio detergente da 0,9 L incorporato con funzione detergente su richiesta facilmente attivabile dalla lancia Design compatto con ruote per un facile trasporto Vano per riporre gli accessori",pulizia,/images/ryobi_prodotti/Idropulitrice1800W140bar.webp
Idropulitrice 2000W 150 bar,ryobi,"Il motore ad alte prestazioni da 2000 W fornisce una pressione massima di 150 BAR e una portata massima di 450 L/h Il tubo ad alta pressione con armatura in acciaio è estremamente resistente e flessibile Avvolgitubo pressurizzato che permette lo srotolamento senza attorcigliamenti, consentendo la massima mobilità in giardino Serbatoio detergente da 0,9 L incorporato con funzione detergente su richiesta facilmente attivabile dalla lancia Vano per riporre gli accessori Design compatto con ruote per un facile trasporto Lavapavimenti inclusa ideale per pulire comodamente tutte le pavimentazioni esterne Spazzola rotante inclusa per pulire anche le macchie più ostinate dell'auto",pulizia,/images/ryobi_prodotti/Idropulitrice2000W150bar.webp
Idropulitrice 2500W 170 bar,ryobi,"Il motore ad alte prestazioni da 2500 W fornisce una pressione massima di 170 BAR e una portata massima di 470 L/h Lancie in metallo per un'estrema durata nel tempo Il tubo ad alta pressione con armatura in acciaio è estremamente resistente e flessibile L'avvolgitubo pressurizzato permette lo srotolamento senza attorcigliamenti, consentendo la massima mobilità in giardino Serbatoio detergente da 1,2 L incorporato con funzione detergente su richiesta facilmente attivabile dalla lancia Design compatto con ruote per un facile trasporto Potenti prestazioni ideali per rimuovere lo sporco più ostinato e pulire grandi aree Vano per riporre gli accessori",pulizia,/images/ryobi_prodotti/Idropulitrice2500W170bar.webp
Idropulitrice 1600W 130 bar,ryobi,"Il motore ad alte prestazioni da 1600 W fornisce una pressione massima di 130 BAR e una portata massima di 420 L/h Il tubo ad alta pressione con armatura in acciaio è estremamente resistente e flessibile Estremamente compatta, con maniglia e ruote integrate per un facile trasporto Serbatoio detergente da 0,9 L incorporato con funzione detergente su richiesta facilmente attivabile dalla lancia Vano per riporre gli accessori Ideale per pulire auto, viali e pavimentazioni esterne velocemente",pulizia,/images/ryobi_prodotti/Idropulitrice1600W130bar.webp
