name,brand,description,product_page_url,image_url
TERMOVENTILATORE CERAMICOLussino,maurer,2 selezioni temperatura: 1000-1500 watt termostato regolabile resistenza in ceramica protezione termica maniglia posteriore di trasporto funzione oscillante spegnimento automatico in caso di ribaltamento dimensione: 17x11x24 cm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5849/desc/,/images/maurer_prodotti/TERMOVENTILATORECERAMICOLussino.webp
TERMOVENTILATORE CERAMICO A TORRELastovo,maurer,"2 selezioni temperatura: 800-2000 watt con effetto fiamma ventilazione estiva termostato di sicurezza funzione oscillante dimensione: 20×20,5×66 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5850/desc/,/images/maurer_prodotti/TERMOVENTILATORECERAMICOATORRELastovo.webp
TERMOVENTILATORE CERAMICO A TORREItaka,maurer,"2 selezioni temperatura: 1300-2000 watt ventilazione estiva termostato di sicurezza funzione oscillante luce notturna con varianti colore display led con controllo touch o telecomando dimensione: 27x27x74,5 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5851/desc/,/images/maurer_prodotti/TERMOVENTILATORECERAMICOATORREItaka.webp
STUFA MOBILE A GAS AD INFRAROSSI VENTILATAKimolos,maurer,"potenza: 4,2 kW consumo: 305 g/h dimensioni: 42x36x72 cm peso: 11 kg Turbo ventola 3 livelli di potenza selezionabili 3 piastre ceramiche sistema rilevamento ossigeno interruttore antiribaltamento accensione piezoelettrica ruote piroettanti",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5848/desc/,/images/maurer_prodotti/STUFAMOBILEAGASADINFRAROSSIVENTILATAKimolos.webp
TERMOCONVETTORETinos,maurer,"3 selezioni temperatura: 750-1250-2000 watt dispositivo aria forzata (TURBO) termostato controllo temperatura protezione termica dimensione: 38,5x20x53,5 cm peso: 2,3 kg",https://maurer.ferritalia.it/dettaglio-prodotto/modello/3580/desc/,/images/maurer_prodotti/TERMOCONVETTORETinos.webp
TERMOCONVETTOREAror,maurer,"2 selezioni temperatura: 1250-2000 watt dispositivo aria forzata (TURBO) termostato controllo temperatura timer 24 ore protezione termica dimensione: 38,5x23x56 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5421/desc/,/images/maurer_prodotti/TERMOCONVETTOREAror.webp
TERMOCONVETTORE DA PARETESamo,maurer,2 selezioni temperatura: 1000-2000 watt oscillazione automatica termostato di sicurezza timer settimanale con telecomando Display LCD dimensione: 54×20×12 cm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3592/desc/,/images/maurer_prodotti/TERMOCONVETTOREDAPARETESamo.webp
TERMOCONVETTORE CERAMICO DA PARETE SMARTCorfu',maurer,"2 selezioni temperatura: 1000-2000 watt termostato di sicurezza timer settimanale con telecomando display LCD pannello frontale in vetro dimensione: 54x19x13,5 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5852/desc/,/images/maurer_prodotti/TERMOCONVETTORECERAMICODAPARETESMARTCorfu.webp
RADIATORE AD OLIONaxos,maurer,"800 watt 7 elementi maniglia di trasporto termostato ambiente dimensione: 36x14x34 cm peso: 4,5 kg",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4421/desc/,/images/maurer_prodotti/RADIATOREADOLIONaxos.webp
RADIATORE AD OLIOKithnos,maurer,"2000 watt 9 elementi maniglia di trasporto termostato ambiente 4 pratiche ruote dimensione: 62,5x24x40,5 cm peso: 9,4 kg",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4422/desc/,/images/maurer_prodotti/RADIATOREADOLIOKithnos.webp
RADIATORE AD OLIOMilo,maurer,"2500 watt 11 elementi maniglia di trasporto termostato ambiente 4 pratiche ruote dimensione: 59,5x24x48 cm peso: 11 kg",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4423/desc/,/images/maurer_prodotti/RADIATOREADOLIOMilo.webp
STUFA MOBILE A GAS AD INFRAROSSIREVERA,maurer,"potenza: 4,2 kW consumo: 305 g/h dimensioni: 36,5X41X72 cm peso: 8 kg 3 livelli di potenza selezionabili 3 piastre ceramiche sistema rilevamento ossigeno interruttore antiribaltamento accensione piezoelettrica ruote piroettanti",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5609/desc/,/images/maurer_prodotti/STUFAMOBILEAGASADINFRAROSSIREVERA.webp
STUFA A GAS PER ESTERNOBahia,maurer,potenza termica regolabile: 4-11 consumo medio: 800 g/h altezza: 186 cm base: ø58 cm peso: 17kg con ruote,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5226/desc/,/images/maurer_prodotti/STUFAAGASPERESTERNOBahia.webp
STUFE AD OMBRELLO - A GAS BUTANO O PROPANOZante II,maurer,potenza: 13 kW consumo: 870 g/h altezza: 221 cm peso: 15 kg accensione piezoelettrica valvola di sicurezza in caso di ribaltamento con ruote,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5856/desc/,/images/maurer_prodotti/STUFEADOMBRELLO-AGASBUTANOOPROPANOZanteII.webp
TERMOVENTILATORE CERAMICOTortuga II,maurer,"2 selezioni temperatura: 1000-2000 watt ventilazione estiva maniglia di trasporto protezione termica struttura in acciaio dimensione: 18,5x15,5x22 cm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5419/desc/,/images/maurer_prodotti/TERMOVENTILATORECERAMICOTortugaII.webp
RISCALDATORE ELETTRICO INDUSTRIALERei N 2000,maurer,"potenza: 1000 / 2000 watt portata aria: 260 m³/h dimensioni: 23x19,5x31,5 cm peso: 3,60 kg resistenza in acciaio inox con ventola",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5853/desc/,/images/maurer_prodotti/RISCALDATOREELETTRICOINDUSTRIALEReiN2000.webp
RISCALDATORE ELETTRICO INDUSTRIALERei 3300,maurer,"potenza: 1650 / 3300 watt portata aria: 514 m³/h dimensioni: 26,5x26x40 cm peso: 5,10 kg resistenza in acciaio inox con ventola",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5854/desc/,/images/maurer_prodotti/RISCALDATOREELETTRICOINDUSTRIALERei3300.webp
RISCALDATORE INDUSTRIALE A GASRIG 15,maurer,"potenza max: 15 kW consumo: 1,09 kg/h dimensioni: 39x21,5x29 cm peso: 3,80 kg con 1,5 m di tubo e regolatore di pressione accensione piezoelettrica con ventola",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4794/desc/,/images/maurer_prodotti/RISCALDATOREINDUSTRIALEAGASRIG15.webp
RISCALDATORE INDUSTRIALE A GASRIG 30V,maurer,"potenza max: 18 - 30 kW consumo: 1,3 - 2,18 kg/h dimensioni: 49x25x35,5 cm peso: 6,30 kg regolabile con 1,5 m di tubo e regolatore di pressione accensione piezoelettrica con ventola",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4795/desc/,/images/maurer_prodotti/RISCALDATOREINDUSTRIALEAGASRIG30V.webp
RISCALDATORE INDUSTRIALE A GASRIG N 30,maurer,"potenza max: 18 - 30 kW consumo: 1,3 - 2,18 kg/h dimensioni: 45x22x37 cm peso: 6,70 kg regolabile con 1,5 m di tubo e regolatore di pressione accensione piezoelettrica con ventola",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5855/desc/,/images/maurer_prodotti/RISCALDATOREINDUSTRIALEAGASRIGN30.webp
MINI VENTILATORE PIEGHEVOLE - TASCABILESakura,maurer,3 velocità batteria: litio 1200 mAh funzione power bank: 5V 1A ricaricabile con cavo USB (incluso): 5V 1A dimensione chiuso: 120x37x35mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6066/desc/,/images/maurer_prodotti/MINIVENTILATOREPIEGHEVOLE-TASCABILESakura.webp
MINI VENTILATORE PORTATILEGalium,maurer,5 velocità batteria: litio 1200 mAh display LCD ricaricabile con cavo USB (incluso): 5V 1A dimensione: 180x90x40mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6069/desc/,/images/maurer_prodotti/MINIVENTILATOREPORTATILEGalium.webp
VENTILATORE DA COLLO PORTATILESolanum,maurer,3 velocità batteria: litio 1200 mAh ricaricabile con cavo USB (incluso): 5V 1A,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6068/desc/,/images/maurer_prodotti/VENTILATOREDACOLLOPORTATILESolanum.webp
VENTILATORE DA TAVOLO A BATTERIA - SENZA PALELilium,maurer,"silenzioso 3 velocità batteria: litio 2200 mAh durata batteria: 1,5-4 h dimensione: 124x90x300mm luce regolabile in 5 colori diversi ricaricabile con cavo USB (incluso)",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5829/desc/,/images/maurer_prodotti/VENTILATOREDATAVOLOABATTERIA-SENZAPALELilium.webp
VENTILATORE DA TAVOLONarciso,maurer,"potenza: 2,5W pale in alluminio: 4 diametro: 15cm direzionabili in alto e in basso con cavo alimentazione USB",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5308/desc/,/images/maurer_prodotti/VENTILATOREDATAVOLONarciso.webp
VENTILATORE DA TAVOLO CON CLIPPlumbago,maurer,potenza: 9W pale: 5 diametro: 43cm velocità: 1,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6043/desc/,/images/maurer_prodotti/VENTILATOREDATAVOLOCONCLIPPlumbago.webp
VENTILATORE DA TAVOLONinfea,maurer,potenza: 45W pale: 3 diametro: 40cm velocità: 3 funzione oscillante,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5309/desc/,/images/maurer_prodotti/VENTILATOREDATAVOLONinfea.webp
VENTILATORE A BOXAzara,maurer,potenza: 40W pale: 5 diametro: 30 cm velocità: 3 con timer 1 ora,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5310/desc/,/images/maurer_prodotti/VENTILATOREABOXAzara.webp
VENTILATORE A PAVIMENTOFiordaliso,maurer,potenza: 150W pale: 3 diametro: 50 cm alta velocità velocità: 3 motore in alluminio e rame,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5311/desc/,/images/maurer_prodotti/VENTILATOREAPAVIMENTOFiordaliso.webp
VENTILATORE A PIANTANAErica,maurer,potenza: 45W pale: 3 diametro: 40cm velocità: 3 funzione oscillante,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5320/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANAErica.webp
VENTILATORE A PIANTANAGlicine,maurer,potenza: 45W pale: 5 diametro: 40cm velocità: 3 funzione oscillante,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5321/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANAGlicine.webp
VENTILATORE A PIANTANACaprifoglio,maurer,"potenza: 55W pale: 5 diametro: 40cm velocità: 3 3 modalità d'aria: Sleep, Natural, Normal funzione oscillante timer fino a 7,5 ore telecomando silenzioso",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5830/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANACaprifoglio.webp
VENTILATORE A PIANTANA IN METALLO CROMATOFelce,maurer,potenza: 60W pale: 4 diametro: 40cm velocità: 3 funzione oscillante,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5351/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANAINMETALLOCROMATOFelce.webp
VENTILATORE A PIANTANADalia,maurer,potenza: 190W pale: 3 diametro: 66cm velocità: 3 funzione oscillante struttura in metallo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5352/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANADalia.webp
VENTILATORE A PIANTANA CON NEBULIZZATOREPotus,maurer,"potenza: 75W pale high volume: 3 diametro: 40cm velocità: 3 funzione di oscillazione e inclinazione motore in rame intensità nebulizzazione regolabile Base pesante per una stabilità ottimale: Ø 40 cm Timer: 30min-7h 30min pannello di controllo con spie luminose 3 modalità di nebulizzazione: naturale, normale, silenziosa telecomando con portata fino a 5m serbatoio acqua da 3,2 litri, fino a 8 ore di nebulizzazione nebulizzazione e ventola possono essere utilizzati separatamente o insieme la nebulizzazione può essere utilizzata per raffreddare e aumentare l'umidità",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5559/desc/,/images/maurer_prodotti/VENTILATOREAPIANTANACONNEBULIZZATOREPotus.webp
VENTILATORE A TORRETiglio,maurer,"potenza: 45W velocità: 3 timer: 7,5h funzione oscillante",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5354/desc/,/images/maurer_prodotti/VENTILATOREATORRETiglio.webp
VENTILATORE A SOFFITTO CON PUNTO LUCEIbisco,maurer,potenza: 70W velocità: 3 pale: 5 diametro: 124 cm rotazione reversibile timer: 1/2/4/8 h attacco lampada: E27 60W max motore in rame con telecomando,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5356/desc/,/images/maurer_prodotti/VENTILATOREASOFFITTOCONPUNTOLUCEIbisco.webp
VENTILATORE INDUSTRIALE CARRELLATOProtea,maurer,potenza: 124W pale: 3 diametro: 75cm velocità: 3 struttura in metallo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/6046/desc/,/images/maurer_prodotti/VENTILATOREINDUSTRIALECARRELLATOProtea.webp
ELETTROINSETTICIDA PER PRESA A MURO,maurer,"raggio di azione: 12 m² lampada a LED: 4x0,06 watt potenza assorbita: 1 watt",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4906/desc/,/images/maurer_prodotti/ELETTROINSETTICIDAPERPRESAAMURO.webp
ELETTROINSETTICIDA A BATTERIA,maurer,raggio di azione: 30 m² lampada a LED: 4 watt potenza assorbita: 4 watt batteria al litio ricaricabile,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4905/desc/,/images/maurer_prodotti/ELETTROINSETTICIDAABATTERIA.webp
ELETTROINSETTICIDA,maurer,raggio di azione: 30 m² lampada fluorescente: 1x7 watt potenza assorbita: 15 watt con ventola di aspirazione,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1505/desc/,/images/maurer_prodotti/ELETTROINSETTICIDA.webp
LAMPADE RICAMBIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1506/desc/,/images/maurer_prodotti/LAMPADERICAMBIO.webp
RACCHETTA ELETTRICA,maurer,Funziona con 2 batterie AA (non incluse),https://maurer.ferritalia.it/dettaglio-prodotto/modello/2092/desc/,/images/maurer_prodotti/RACCHETTAELETTRICA.webp
PENSILINA MODULARE POLICARBONATO SOLIDO,maurer,struttura in alluminio colore trasparente,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3427/desc/,/images/maurer_prodotti/PENSILINAMODULAREPOLICARBONATOSOLIDO.webp
PENSILINA MODULARE POLICARBONATO ALVEOLARE,maurer,struttura in polipropilene colore marrone fumè,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3429/desc/,/images/maurer_prodotti/PENSILINAMODULAREPOLICARBONATOALVEOLARE.webp
VETRO SINTETICO - IN LASTRA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0346/desc/,/images/maurer_prodotti/VETROSINTETICO-INLASTRA.webp
VETRO SINTETICO BOBINA PET TRASPARENTE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3237/desc/,/images/maurer_prodotti/VETROSINTETICOBOBINAPETTRASPARENTE.webp
ESPOSITORE PER 2 BOBINE VETRO PET,maurer,Bobine pet non incluse,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3238/desc/,/images/maurer_prodotti/ESPOSITOREPER2BOBINEVETROPET.webp
FELTRINI ADESIVI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1998/desc/,/images/maurer_prodotti/FELTRINIADESIVI.webp
STRISCE FELTRO ADESIVO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3298/desc/,/images/maurer_prodotti/STRISCEFELTROADESIVO.webp
FELTRINI ADESIVI 44 PZ.,maurer,ø 20 mm: 20 pz ø 28 mm: 12 pz 25x25 mm: 12 pz,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3273/desc/,/images/maurer_prodotti/FELTRINIADESIVI44PZ.webp
COPRIFORO ADESIVI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1999/desc/,/images/maurer_prodotti/COPRIFOROADESIVI.webp
PARACOLPI ADESIVI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2000/desc/,/images/maurer_prodotti/PARACOLPIADESIVI.webp
PARACOLPI A MEZZALUNA ADESIVI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4743/desc/,/images/maurer_prodotti/PARACOLPIAMEZZALUNAADESIVI.webp
PARASPIGOLO ANGOLARE ADESIVO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4744/desc/,/images/maurer_prodotti/PARASPIGOLOANGOLAREADESIVO.webp
PARACOLPI MORBIDI ADESIVI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4742/desc/,/images/maurer_prodotti/PARACOLPIMORBIDIADESIVI.webp
SCIVOLI,maurer,in feltro con chiodo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2002/desc/,/images/maurer_prodotti/SCIVOLI.webp
GOMMINI PER SEDIE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4741/desc/,/images/maurer_prodotti/GOMMINIPERSEDIE.webp
PUNTALI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2001/desc/,/images/maurer_prodotti/PUNTALI.webp
FERMAPORTE ADESIVI - 2 PZ.,maurer,bianco,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3290/desc/,/images/maurer_prodotti/FERMAPORTEADESIVI-2PZ.webp
FERMAPORTE ADESIVI,maurer,marrone,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4374/desc/,/images/maurer_prodotti/FERMAPORTEADESIVI.webp
FERMAPORTE ADESIVI - 4 PZ.,maurer,2 bianco - 2 marrone,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3294/desc/,/images/maurer_prodotti/FERMAPORTEADESIVI-4PZ.webp
SALVAMANIGLIA,maurer,trasparente,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4371/desc/,/images/maurer_prodotti/SALVAMANIGLIA.webp
SCORRITENDA ESTENSIBILE ACCIAIOMODAL,maurer,con tappi laterali in gomma antiscivolo e molla con vite di blocaggio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4320/desc/,/images/maurer_prodotti/SCORRITENDAESTENSIBILEACCIAIOMODAL.webp
BRIS BRIS ACCIAIOIUTABianco,maurer,ø 8 mm con molla con ventose e cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4322/desc/,/images/maurer_prodotti/BRISBRISACCIAIOIUTABianco.webp
BRIS BRIS ACCIAIOIUTACromo,maurer,ø 8 mm con molla con ventose e cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4323/desc/,/images/maurer_prodotti/BRISBRISACCIAIOIUTACromo.webp
BRIS BRIS ACCIAIOIUTAOro,maurer,ø 8 mm con molla con ventose e cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4324/desc/,/images/maurer_prodotti/BRISBRISACCIAIOIUTAOro.webp
BRIS BRIS ACCIAIOSETABianco,maurer,ø 8 mm con cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4327/desc/,/images/maurer_prodotti/BRISBRISACCIAIOSETABianco.webp
BRIS BRIS ACCIAIOSETACromo,maurer,ø 8 mm con cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4328/desc/,/images/maurer_prodotti/BRISBRISACCIAIOSETACromo.webp
BRIS BRIS ACCIAIOSETAOro,maurer,ø 8 mm con cancani,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4329/desc/,/images/maurer_prodotti/BRISBRISACCIAIOSETAOro.webp
GANCIO ACCIAIO PER BRIS BRIS,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4331/desc/,/images/maurer_prodotti/GANCIOACCIAIOPERBRISBRIS.webp
GANCIO PLASTICA PER BRIS BRIS,maurer,autoadesivo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4332/desc/,/images/maurer_prodotti/GANCIOPLASTICAPERBRISBRIS.webp
GANCIO TENDAPiccolo,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4335/desc/,/images/maurer_prodotti/GANCIOTENDAPiccolo.webp
GANCIO TENDAMedio,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4336/desc/,/images/maurer_prodotti/GANCIOTENDAMedio.webp
GANCIO TENDAGrande,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4337/desc/,/images/maurer_prodotti/GANCIOTENDAGrande.webp
VENTOSE CON GAMBO IN PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4379/desc/,/images/maurer_prodotti/VENTOSECONGAMBOINPLASTICA.webp
VENTOSE SENZA GAMBO IN PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4380/desc/,/images/maurer_prodotti/VENTOSESENZAGAMBOINPLASTICA.webp
VENTOSE IN PLASTICA CON GANCIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4381/desc/,/images/maurer_prodotti/VENTOSEINPLASTICACONGANCIO.webp
PUNTINE DA DISEGNO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4382/desc/,/images/maurer_prodotti/PUNTINEDADISEGNO.webp
ATTACCAGLIE FISSE,maurer,ottonate,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4711/desc/,/images/maurer_prodotti/ATTACCAGLIEFISSE.webp
ATTACCAGLIE SNODATE,maurer,ottonate,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4712/desc/,/images/maurer_prodotti/ATTACCAGLIESNODATE.webp
ATTACCAGLIE IN PVC - 12 PZ.,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4713/desc/,/images/maurer_prodotti/ATTACCAGLIEINPVC-12PZ.webp
CALAMITE IN NEODOMIO TONDE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4383/desc/,/images/maurer_prodotti/CALAMITEINNEODOMIOTONDE.webp
SPIRALINO IN ACCIAIO/PVC E ACCESSORI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4362/desc/,/images/maurer_prodotti/SPIRALINOINACCIAIOPVCEACCESSORI.webp
GANCIO OTTONATO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4727/desc/,/images/maurer_prodotti/GANCIOOTTONATO.webp
OCCHIOLI A VITE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4728/desc/,/images/maurer_prodotti/OCCHIOLIAVITE.webp
RAMPINI A VITE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4729/desc/,/images/maurer_prodotti/RAMPINIAVITE.webp
GUARNIZIONI RANELLE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4730/desc/,/images/maurer_prodotti/GUARNIZIONIRANELLE.webp
CHIODINI FISSACAVO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4731/desc/,/images/maurer_prodotti/CHIODINIFISSACAVO.webp
CLIP FERMACAVI ADESIVI - 10 PEZZI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5623/desc/,/images/maurer_prodotti/CLIPFERMACAVIADESIVI-10PEZZI.webp
RIVETTI NICHELATI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4732/desc/,/images/maurer_prodotti/RIVETTINICHELATI.webp
GANCIO TIPO TRIS,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4726/desc/,/images/maurer_prodotti/GANCIOTIPOTRIS.webp
GANCIO TIPO BLITZ,maurer,trasparente,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4725/desc/,/images/maurer_prodotti/GANCIOTIPOBLITZ.webp
CHIODINI ACCIAIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4715/desc/,/images/maurer_prodotti/CHIODINIACCIAIO.webp
CHIODINI ACCIAIO TESTA OTTONE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4716/desc/,/images/maurer_prodotti/CHIODINIACCIAIOTESTAOTTONE.webp
CHIODINI PER GANCI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4714/desc/,/images/maurer_prodotti/CHIODINIPERGANCI.webp
GANCIO GOCCIA,maurer,colore oro,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4724/desc/,/images/maurer_prodotti/GANCIOGOCCIA.webp
GANCIO GIGLIO GRANDE,maurer,colore oro,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4722/desc/,/images/maurer_prodotti/GANCIOGIGLIOGRANDE.webp
GANCIO GIGLIO PICCOLO,maurer,colore bronzo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4718/desc/,/images/maurer_prodotti/GANCIOGIGLIOPICCOLO.webp
METALGANCIO ADESIVO,maurer,colori assortiti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4736/desc/,/images/maurer_prodotti/METALGANCIOADESIVO.webp
GANCIO INOX,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4734/desc/,/images/maurer_prodotti/GANCIOINOX.webp
GANCIO OVALE,maurer,colori assortiti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4735/desc/,/images/maurer_prodotti/GANCIOOVALE.webp
BIGANCIO IN METALLO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4733/desc/,/images/maurer_prodotti/BIGANCIOINMETALLO.webp
PARAFREDDO SPUGNA-RESINA ESPANSA AUTOADESIVA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0475/desc/,/images/maurer_prodotti/PARAFREDDOSPUGNA-RESINAESPANSAAUTOADESIVA.webp
PARAFREDDO GOMMA AUTOADESIVO - COL. NERO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0476/desc/,/images/maurer_prodotti/PARAFREDDOGOMMAAUTOADESIVO-COLNERO.webp
PARAFREDDO PER PORTE PVC RIGIDO - CON SPAZZOLINO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0477/desc/,/images/maurer_prodotti/PARAFREDDOPERPORTEPVCRIGIDO-CONSPAZZOLINO.webp
PARAFREDDO GOMMA - AUTOADESIVO,maurer,profilo: E,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0478/desc/,/images/maurer_prodotti/PARAFREDDOGOMMA-AUTOADESIVO.webp
