name,brand,description,product_page_url,image_url
ASSORTIMENTI - ACCIAIO AL CARBONIO,maurer,12 = bussole esagonali 4 = accessori 1 = valigetta plastica,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0965/desc/,/images/maurer_prodotti/ASSORTIMENTI-ACCIAIOALCARBONIO.webp
CHIAVI MASCHIO ESAGONALE TESTA SFERICA - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0968/desc/,/images/maurer_prodotti/CHIAVIMASCHIOESAGONALETESTASFERICA-ACCIAIOS2.webp
SET CHIAVI MASCHIO ESAGONALI TESTA SFERICA - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0969/desc/,/images/maurer_prodotti/SETCHIAVIMASCHIOESAGONALITESTASFERICA-ACCIAIOS2.webp
CHIAVI MASCHIO ESAGONALI TESTA SFERICA - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4554/desc/,/images/maurer_prodotti/CHIAVIMASCHIOESAGONALITESTASFERICA-ACCIAIOS2.webp
SET CHIAVI MASCHIO ESAGONALI - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2697/desc/,/images/maurer_prodotti/SETCHIAVIMASCHIOESAGONALI-ACCIAIOS2.webp
ASSORTIMENTI - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0970/desc/,/images/maurer_prodotti/ASSORTIMENTI-ACCIAIOS2.webp
CHIAVI MASCHIO ESAGONALE - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0972/desc/,/images/maurer_prodotti/CHIAVIMASCHIOESAGONALE-ACCIAIOS2.webp
CHIAVI MASCHIO ESAGONALI - SET 10 PEZZI,maurer,acciaio sabbiato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0973/desc/,/images/maurer_prodotti/CHIAVIMASCHIOESAGONALI-SET10PEZZI.webp
CHIAVI MASCHIO TORX TAMPER - ACCIAIO S2,maurer,manico gomma,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0974/desc/,/images/maurer_prodotti/CHIAVIMASCHIOTORXTAMPER-ACCIAIOS2.webp
CHIAVI MASCHIO TAMPER RESISTANT TORX - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0975/desc/,/images/maurer_prodotti/CHIAVIMASCHIOTAMPERRESISTANTTORX-ACCIAIOS2.webp
ASSORTIMENTO TORX - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0977/desc/,/images/maurer_prodotti/ASSORTIMENTOTORX-ACCIAIOS2.webp
ASSORTIMENTI TORX - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0978/desc/,/images/maurer_prodotti/ASSORTIMENTITORX-ACCIAIOS2.webp
INSERTI SERIE 2 PEZZI - ACCIAIO S2,maurer,a croce PHILLIPS,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0980/desc/,/images/maurer_prodotti/INSERTISERIE2PEZZI-ACCIAIOS2.webp
PORTAINSERTI MAGNETICI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0984/desc/,/images/maurer_prodotti/PORTAINSERTIMAGNETICI.webp
"ADATTATORE PER BUSSOLE ATTACCO 1/4"" - CROMO VANADIO",maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0985/desc/,/images/maurer_prodotti/ADATTATOREPERBUSSOLEATTACCO14-CROMOVANADIO.webp
INSERTI MAGNETICI A BUSSOLA - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0986/desc/,/images/maurer_prodotti/INSERTIMAGNETICIABUSSOLA-CROMOVANADIO.webp
BITS PER CARTONGESSO - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3161/desc/,/images/maurer_prodotti/BITSPERCARTONGESSO-ACCIAIOS2.webp
SET INSERTI A BUSSOLA - ACCIAIO S2,maurer,con impugnatura,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2703/desc/,/images/maurer_prodotti/SETINSERTIABUSSOLA-ACCIAIOS2.webp
SET INSERTI COLORATI - ACCIAIO S2,maurer,con portainserti magnetico a scatto,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0768/desc/,/images/maurer_prodotti/SETINSERTICOLORATI-ACCIAIOS2.webp
ASSORTIMENTI DI CHIAVI- ACCIAIO CROMO VANADIO,maurer,9 PEZZI,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2704/desc/,/images/maurer_prodotti/ASSORTIMENTIDICHIAVI-ACCIAIOCROMOVANADIO.webp
ASSORTIMENTI - ACCIAIO CROMO VANADIO,maurer,serie lunga,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2705/desc/,/images/maurer_prodotti/ASSORTIMENTI-ACCIAIOCROMOVANADIO.webp
ASSORTIMENTI BITS - ACCIAIO CROMO VANADIO,maurer,25 mm taglio-Phillips-Pozidriv-Torx-Robertson-esagono,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0987/desc/,/images/maurer_prodotti/ASSORTIMENTIBITS-ACCIAIOCROMOVANADIO.webp
ASSORTIMENTI BITS - ACCIAIO CARBONIO,maurer,con portainserti,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0989/desc/,/images/maurer_prodotti/ASSORTIMENTIBITS-ACCIAIOCARBONIO.webp
SET INSERTI CON CACCIAVITE MAGNETICO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2025/desc/,/images/maurer_prodotti/SETINSERTICONCACCIAVITEMAGNETICO.webp
CACCIAVITI A TAGLIO PER ELETTRICISTI - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0990/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0470_0102020001.jpg
CACCIAVITI A TAGLIO PER MECCANICI - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0991/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0471_0102020002.jpg
CACCIAVITE NANO A TAGLIO - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0992/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0472_0102020003.jpg
CACCIAVITI A CROCE PHILLIPS - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0995/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0475_0102030001.jpg
CACCIAVITE NANO PHILLIPS - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0993/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0473_0102030002.jpg
CACCIAVITI A CROCE POZIDRIV - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0996/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0476_0102030003.jpg
CACCIAVITE NANO POZIDRIV - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0994/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0474_0102030004.jpg
CACCIAVITI TORX CON FORO - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0997/desc/,https://maurer.ferritalia.it/archivio/CAT/MOD_0477_0102040001.jpg
SET CACCIAVITI - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1008/desc/,/images/maurer_prodotti/SETCACCIAVITI-ACCIAIOS2.webp
ESTRATTORE VITI - CROMO VANADIONEW,maurer,5 PEZZI,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3357/desc/,/images/maurer_prodotti/ESTRATTOREVITI-CROMOVANADIONEW.webp
MAGNETIZZATORE SMAGNETIZZATORE PER CACCIAVITI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3162/desc/,/images/maurer_prodotti/MAGNETIZZATORESMAGNETIZZATOREPERCACCIAVITI.webp
CACCIAVITI A TAGLIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0999/desc/,/images/maurer_prodotti/CACCIAVITIATAGLIO.webp
CACCIAVITI A CROCE PHILLIPS,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1004/desc/,/images/maurer_prodotti/CACCIAVITIACROCEPHILLIPS.webp
CACCIAVITE NANO A TAGLIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3634/desc/,/images/maurer_prodotti/CACCIAVITENANOATAGLIO.webp
CACCIAVITE NANO PHILLIPS,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1002/desc/,/images/maurer_prodotti/CACCIAVITENANOPHILLIPS.webp
ASSORTIMENTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2714/desc/,/images/maurer_prodotti/ASSORTIMENTI.webp
CACCIAVITI A TAGLIO CROMO VANADIOTwist,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1009/desc/,/images/maurer_prodotti/CACCIAVITIATAGLIOCROMOVANADIOTwist.webp
CACCIAVITI A CROCE CROMO VANADIOTwist,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1010/desc/,/images/maurer_prodotti/CACCIAVITIACROCECROMOVANADIOTwist.webp
ASSORTIMENTI - ACCIAIO CROMO VANADIOReds,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1012/desc/,/images/maurer_prodotti/ASSORTIMENTI-ACCIAIOCROMOVANADIOReds.webp
ASSORTIMENTI  - ACCIAIO CROMO VANADIOREDS,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2718/desc/,/images/maurer_prodotti/ASSORTIMENTI-ACCIAIOCROMOVANADIOREDS.webp
KIT RIPARA SMARTPHONE,maurer,acciaio cromo vanadio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4390/desc/,/images/maurer_prodotti/KITRIPARASMARTPHONE.webp
CACCIAVITE MAGNETICO - C/INSERTI CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0771/desc/,/images/maurer_prodotti/CACCIAVITEMAGNETICO-CINSERTICROMOVANADIO.webp
CACCIAVITE MAGNETICO CON INSERTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4358/desc/,/images/maurer_prodotti/CACCIAVITEMAGNETICOCONINSERTI.webp
CACCIAVITI MAGNETICI IN SERIE-CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1203/desc/,/images/maurer_prodotti/CACCIAVITIMAGNETICIINSERIE-CROMOVANADIO.webp
CACCIAVITE A PERCUSSIONE + 13 INSERTI,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1015/desc/,/images/maurer_prodotti/CACCIAVITEAPERCUSSIONE13INSERTI.webp
CACCIAVITE INTERCAMBIABILE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/3163/desc/,/images/maurer_prodotti/CACCIAVITEINTERCAMBIABILE.webp
CACCIAVITI DI PRECISIONE - ACCIAIO TEMPRATO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1204/desc/,/images/maurer_prodotti/CACCIAVITIDIPRECISIONE-ACCIAIOTEMPRATO.webp
CACCIAVITI DI PRECISIONE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5690/desc/,/images/maurer_prodotti/CACCIAVITIDIPRECISIONE.webp
CACCIAVITI A U - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/4179/desc/,/images/maurer_prodotti/CACCIAVITIAU-ACCIAIOS2.webp
SET CACCIAVITI TORX CON FORO - ACCIAIO S2,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/5023/desc/,/images/maurer_prodotti/SETCACCIAVITITORXCONFORO-ACCIAIOS2.webp
CHIAVE UNIVERSALE MULTIFUNZIONE - 3 PEZZI,maurer,"cricchetto: 17cm bussola: 1/4""~3/4"" - 7~19 mm giunto",https://maurer.ferritalia.it/dettaglio-prodotto/modello/5835/desc/,/images/maurer_prodotti/CHIAVEUNIVERSALEMULTIFUNZIONE-3PEZZI.webp
ARCHETTI PER SEGHETTI - CON LAMA,maurer,telaio tubolare acciaio verniciato impugnatura in alluminio e gomma lama bimetallica nottolino di tensionamento lama,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1118/desc/,/images/maurer_prodotti/ARCHETTIPERSEGHETTI-CONLAMA.webp
LAME A SEGHETTO - 300 MM,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1121/desc/,/images/maurer_prodotti/LAMEASEGHETTO-300MM.webp
ARCHETTO DA TRAFORO - CON LAMA,maurer,telaio acciaio verniciato impugnatura in legno,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1732/desc/,/images/maurer_prodotti/ARCHETTODATRAFORO-CONLAMA.webp
IMPUGNATURA PER SEGHETTI - CON LAMA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1120/desc/,/images/maurer_prodotti/IMPUGNATURAPERSEGHETTI-CONLAMA.webp
MINIARCHETTI - CON LAMA 145 MM,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1122/desc/,/images/maurer_prodotti/MINIARCHETTI-CONLAMA145MM.webp
LAME DI RICAMBIO PER MINIARCHETTI - CON LAMA 145 MM.,maurer,lame ricambio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1123/desc/,/images/maurer_prodotti/LAMEDIRICAMBIOPERMINIARCHETTI-CONLAMA145MM.webp
SEGACCI - MANICO PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1124/desc/,/images/maurer_prodotti/SEGACCI-MANICOPLASTICA.webp
SEGACCIO A FORETTO - MANICO PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1126/desc/,/images/maurer_prodotti/SEGACCIOAFORETTO-MANICOPLASTICA.webp
SEGACCIO A FORETTO - LAMA SPECIALE TEMPRATA,maurer,"taglio di cartongesso, compensati, masonite, legno, etc.",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1127/desc/,/images/maurer_prodotti/SEGACCIOAFORETTO-LAMASPECIALETEMPRATA.webp
CASSETTE PER CORNICI CON SEGA A DORSO,maurer,"sega a dorso: 350x85 mm cassetta plastica: 300 mm angoli di taglio: 90°- 45°- 22,5° lama acciaio SK5",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1128/desc/,/images/maurer_prodotti/CASSETTEPERCORNICICONSEGAADORSO.webp
SCALPELLI PER FALEGNAME - CROMO VANADIO,maurer,manico bicomponente antisdrucciolevole,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1137/desc/,/images/maurer_prodotti/SCALPELLIPERFALEGNAME-CROMOVANADIO.webp
SGORBIE PER FALEGNAME - CROMO VANADIO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1140/desc/,/images/maurer_prodotti/SGORBIEPERFALEGNAME-CROMOVANADIO.webp
PICOZZINI - ACCIAIO TEMPRATO,maurer,manico legno sagomato e verniciato acciaio temprato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1141/desc/,/images/maurer_prodotti/PICOZZINI-ACCIAIOTEMPRATO.webp
SCURI DA SPACCO - ACCIAIO TEMPRATO,maurer,manico legno verniciato acciaio temprato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1144/desc/,/images/maurer_prodotti/SCURIDASPACCO-ACCIAIOTEMPRATO.webp
FISSATRICI MANUALI,maurer,impugnatura ergonomica corpo in metallo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1170/desc/,/images/maurer_prodotti/FISSATRICIMANUALI.webp
FISSATRICE MANUALE - 3 IN 1,maurer,punti metallici: No. 3 (6~14 mm) chiodini: No. 8 - 9 (14 mm),https://maurer.ferritalia.it/dettaglio-prodotto/modello/1633/desc/,/images/maurer_prodotti/FISSATRICEMANUALE-3IN1.webp
FISSATRICE A MARTELLO,maurer,impugnatura ergonomica,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1629/desc/,/images/maurer_prodotti/FISSATRICEAMARTELLO.webp
CUCITRICI A PINZA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1630/desc/,/images/maurer_prodotti/CUCITRICIAPINZA.webp
FISSATRICI A SCATTO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2750/desc/,/images/maurer_prodotti/FISSATRICIASCATTO.webp
PUNTI METALLICI ZINCATI,maurer,acciaio zincato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1631/desc/,/images/maurer_prodotti/PUNTIMETALLICIZINCATI.webp
PUNTI METALLICI,maurer,chiodini acciaio zincato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2751/desc/,/images/maurer_prodotti/PUNTIMETALLICI.webp
PUNTI METALLICI PER FISSACAVI,maurer,acciaio zincato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1632/desc/,/images/maurer_prodotti/PUNTIMETALLICIPERFISSACAVI.webp
PIALLETTI ACCIAIO,maurer,acciaio fresato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2753/desc/,/images/maurer_prodotti/PIALLETTIACCIAIO.webp
TAMPONE A MANO IN GOMMA - PER LEVIGARE,maurer,70x130 mm,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1199/desc/,/images/maurer_prodotti/TAMPONEAMANOINGOMMA-PERLEVIGARE.webp
SPUGNE ABRASIVE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1171/desc/,/images/maurer_prodotti/SPUGNEABRASIVE.webp
COLTELLI LAMA A SPEZZARE - GUIDA IN PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1151/desc/,/images/maurer_prodotti/COLTELLILAMAASPEZZARE-GUIDAINPLASTICA.webp
COLTELLI LAMA A SPEZZARE - GUIDA IN METALLO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1152/desc/,/images/maurer_prodotti/COLTELLILAMAASPEZZARE-GUIDAINMETALLO.webp
COLTELLI LAMA A SPEZZARE - CAMBIO RAPIDO,maurer,con lame SK5,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2762/desc/,/images/maurer_prodotti/COLTELLILAMAASPEZZARE-CAMBIORAPIDO.webp
LAME A SPEZZARE - CONFEZIONE 10 PEZZIAcciaio trattato SK2,maurer,acciaio trattato SK2,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1154/desc/,/images/maurer_prodotti/LAMEASPEZZARE-CONFEZIONE10PEZZIAcciaiotrattatoSK2.webp
LAME A SPEZZARE - CONFEZIONE 10 PEZZIAcciaio trattato SK5,maurer,acciaio trattato SK5,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2764/desc/,/images/maurer_prodotti/LAMEASPEZZARE-CONFEZIONE10PEZZIAcciaiotrattatoSK5.webp
COLTELLI A CAMBIO RAPIDO - CORPO IN LEGA,maurer,lama fissa supporto lama magnetico tagliaspago,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1157/desc/,/images/maurer_prodotti/COLTELLIACAMBIORAPIDO-CORPOINLEGA.webp
COLTELLO A CAMBIO RAPIDO (ANTINFORTUNISTICA) - CORPO IN LEGA,maurer,lama autoretrattile,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1158/desc/,/images/maurer_prodotti/COLTELLOACAMBIORAPIDOANTINFORTUNISTICA-CORPOINLEGA.webp
COLTELLO A LAMA RETRATTILE,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1160/desc/,/images/maurer_prodotti/COLTELLOALAMARETRATTILE.webp
LAME RICAMBIO - DISPENSER,maurer,trapezoidali,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1155/desc/,/images/maurer_prodotti/LAMERICAMBIO-DISPENSER.webp
RASCHIETTO PROFESSIONALE - 2 LAME 100X14 MM,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1515/desc/,/images/maurer_prodotti/RASCHIETTOPROFESSIONALE-2LAME100X14MM.webp
RASCHIETTI,maurer,lama rientrante,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1161/desc/,/images/maurer_prodotti/RASCHIETTI.webp
LAME DI RICAMBIO PER RASCHIETTI,maurer,lame ricambio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2766/desc/,/images/maurer_prodotti/LAMEDIRICAMBIOPERRASCHIETTI.webp
COLTELLI SERRAMANICO - LAMA ACCIAIO INOX,maurer,con spelafilo clip cintura,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1514/desc/,/images/maurer_prodotti/COLTELLISERRAMANICO-LAMAACCIAIOINOX.webp
COLTELLINO MULTIUSO,maurer,lama in acciaio inox con portachiavi,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2767/desc/,/images/maurer_prodotti/COLTELLINOMULTIUSO.webp
LIME TONDE - MANICO PLASTICA,maurer,taglio ½ Dolce,https://maurer.ferritalia.it/dettaglio-prodotto/modello/0743/desc/,/images/maurer_prodotti/LIMETONDE-MANICOPLASTICA.webp
LIME MEZZE TONDE - MANICO PLASTICA,maurer,taglio ½ Dolce,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2768/desc/,/images/maurer_prodotti/LIMEMEZZETONDE-MANICOPLASTICA.webp
LIME PIANE PARALLELE - MANICO PLASTICA,maurer,taglio bastardo,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1164/desc/,/images/maurer_prodotti/LIMEPIANEPARALLELE-MANICOPLASTICA.webp
LIME TRIANGOLARI - MANICO PLASTICA,maurer,taglio ½ Dolce,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1167/desc/,/images/maurer_prodotti/LIMETRIANGOLARI-MANICOPLASTICA.webp
RASPE CABINET 1/2 DOLCI - MANICO PLASTICA,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1197/desc/,/images/maurer_prodotti/RASPECABINET12DOLCI-MANICOPLASTICA.webp
SPAZZOLE A MANO ACCIAIO - CURVEFili acciaio,maurer,fili acciaio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1200/desc/,/images/maurer_prodotti/SPAZZOLEAMANOACCIAIO-CURVEFiliacciaio.webp
SPAZZOLE A MANO ACCIAIO - CURVEFili acciaio inox,maurer,fili acciaio inox,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2770/desc/,/images/maurer_prodotti/SPAZZOLEAMANOACCIAIO-CURVEFiliacciaioinox.webp
SPAZZOLE A MANO ACCIAIO - CURVEFili ottone,maurer,fili ottone,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2771/desc/,/images/maurer_prodotti/SPAZZOLEAMANOACCIAIO-CURVEFiliottone.webp
SPAZZOLE A MANO - MANICO LEGNO,maurer,disponibile in vari formati/misure/colorazioni,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1201/desc/,/images/maurer_prodotti/SPAZZOLEAMANO-MANICOLEGNO.webp
SPAZZOLE A MANO CURVE - MANICO PLASTICAFili acciaio ottonato,maurer,fili acciaio ottonato,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1206/desc/,/images/maurer_prodotti/SPAZZOLEAMANOCURVE-MANICOPLASTICAFiliacciaioottonato.webp
SPAZZOLE A MANO CURVE - MANICO PLASTICA,maurer,fili acciaio inox,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2772/desc/,/images/maurer_prodotti/SPAZZOLEAMANOCURVE-MANICOPLASTICA.webp
SPAZZOLE A MANO CURVE - MANICO PLASTICAFili PVC,maurer,fili PVC,https://maurer.ferritalia.it/dettaglio-prodotto/modello/2774/desc/,/images/maurer_prodotti/SPAZZOLEAMANOCURVE-MANICOPLASTICAFiliPVC.webp
SPAZZOLA A MANO IN ACCIAIO,maurer,manico gomma polipropilene e TPR fili acciaio al carbonio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1738/desc/,/images/maurer_prodotti/SPAZZOLAAMANOINACCIAIO.webp
SPAZZOLA PER CANDELE,maurer,manico gomma polipropilene e TPR fili ottone,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1739/desc/,/images/maurer_prodotti/SPAZZOLAPERCANDELE.webp
SPAZZOLA IN ACCIAIO CON RASCHIETTO,maurer,manico gomma polipropilene e TPR fili acciaio al carbonio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1736/desc/,/images/maurer_prodotti/SPAZZOLAINACCIAIOCONRASCHIETTO.webp
SPAZZOLE A PIALLA IN ACCIAIO,maurer,manico gomma polipropilene e TPR fili acciaio al carbonio,https://maurer.ferritalia.it/dettaglio-prodotto/modello/1735/desc/,/images/maurer_prodotti/SPAZZOLEAPIALLAINACCIAIO.webp
RIVETTATRICE TESTA GIREVOLE,maurer,"4 puntali: Ø 2,4 - 3,2 - 4,0 - 4,8 mm corpo in alluminio",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1210/desc/,/images/maurer_prodotti/RIVETTATRICETESTAGIREVOLE.webp
RIVETTATRICE,maurer,"4 puntali: Ø 2,4 - 3,2 - 4,0 - 4,8 mm corpo in alluminio",https://maurer.ferritalia.it/dettaglio-prodotto/modello/1209/desc/,/images/maurer_prodotti/RIVETTATRICE.webp
RIVETTATRICE - CON 4 PUNTALI,maurer,"4 testine intercambiabili: Ø 2,4 - 3,2 - 4,0 - 4,8 mm",https://maurer.ferritalia.it/dettaglio-prodotto/modello/4355/desc/,/images/maurer_prodotti/RIVETTATRICE-CON4PUNTALI.webp
