name,brand,description,image_url
LE 14-11 125,SAIT,"Smerigliatrice angolare 1400 watt - Ø mola/disco 115-125 mm
Caratteristiche
• Microprocessore per l'avvio progressivo della macchina, blocco contro le partenze dopo l'interruzione della corrente, controllo delle temperature, elettronica con stabilizzazione del numero di giri.• Motore ad alto rendimento per elevate prestazioni.• Maggiore durata grazie al raffreddamento ottimizzato ed alla nuova tipologia dei carboncini.• Ottima protezione antipolvere di motore e ingranaggi.• Anti-Kickback, disinserisce il motore in caso di blocco del disco.• Cuffia di protezione regolabile senza chiavi.• Interruttore scorrevole con arresto.• Arresto dell’albero porta accessorio.• Impugnatura SoftVib con chiave brevettata per dado di serraggio integrata ed elemento antivibrante",/images/sait_prodotti/LE14-11125.webp
SAITDIAM-LA LU LASER,SAIT,Disco professionale a segmenti saldati laser di impiego UNIVERSALE nel taglio di laterizi e materiali da costruzione.,/images/sait_prodotti/SAITDIAM-LALULASER.webp
L 15-10 150,SAIT,"Smerigliatrice angolare 1500 watt Ø max mola/disco 150 mm
Caratteristiche:
• Microprocessore per l'avvio progressivo della macchina, blocco contro le partenze dopo l'interruzione della corrente, limitazione della corrente di spunto.• Motore ad alto rendimento per elevate prestazioni.• Ottima protezione antipolvere di motore e ingranaggi.• Cuffia di protezione regolabile senza chiavi.• Impugnatura posteriore con inserto antiscivolo per una presa sicura.• Arresto dell’albero porta accessorio.• Impugnatura supplementare.",/images/sait_prodotti/L15-10150.webp
GHIERE SD,SAIT,Ghiere di fissaggio per saitdisc.,/images/sait_prodotti/GHIERESD.webp
SAITAC-RL AP-E,SAIT,"Carta con corindone, doppia resina, supporto E, cosparsione chiusa.Per lavorazioni meccaniche a secco.
- Elevata finitura.",/images/sait_prodotti/SAITAC-RLAP-E.webp
SAITDIAM-LA LV LASER,SAIT,"Disco professionale a segmenti saldati laser di livello PREMIUM per il taglio di materiali per edilizia e pietre di varia durezza.
- Taglio veloce.",/images/sait_prodotti/SAITDIAM-LALVLASER.webp
L 125 18.0-EC/5.0 Set,SAIT,"Smerigliatrice angolare a batteria ACCUFLEX 18,0 V Ø max mola/disco 125 mm
Caratteristiche:
• L’Electronic Management System (EMS) protegge la macchina, prolungandone la durata eaumentandone l'efficienza.• Motore brushless di migliore rendimento e maggiore durata.• Con avviamento progressivo, protezione contro i sovraccarichi e blocco antiriavvio.• Con triplice protezione antipolvere degli avvolgimenti indotto. Riduce l’usura del motore eaumenta la durata. Con griglia di protezione rinforzata sulla testa dell’avvolgimento.• Cuffia di protezione regolabile senza chiavi.• Arresto dell’albero porta accessorio.• Impugnatura inseribile a sinistra e a destra.",/images/sait_prodotti/L125180-EC50Set.webp
PAD SAIT LOCK,SAIT,Platorello in polimero.,/images/sait_prodotti/PADSAITLOCK.webp
SAITAC-RL AR-C,SAIT,"Carta con corindone, doppia resina, supporto C - al lattice - cosparsione aperta.Per lavorazioni manuali e con macchine orbitali.
- Utilizzo a secco e ad umido.- Elevata flessibilità.",/images/sait_prodotti/SAITAC-RLAR-C.webp
SAITLAM-DP 3A,SAIT,"Disco abrasivo lamellare a doppia lamella con supporto in polimero.Tela con corindone e additivo raffreddante.
- Basso riscaldamento ed elevata finitura.",/images/sait_prodotti/SAITLAM-DP3A.webp
SAITAC-RL AW-C,SAIT,"Carta con corindone, doppia resina, supporto C - al lattice - cosparsione aperta.Per lavorazioni manuali e con macchine orbitali a secco e ad umido.
-Impermeabile.",/images/sait_prodotti/SAITAC-RLAW-C.webp
SAITDIAM-LA PR LASER,SAIT,"Disco professionale a segmenti saldati laser di livello PREMIUM per taglio a secco ed ad umido di graniti, calcestruzzo e materiali per edilizia.
- Taglio veloce.- Lunga durata.",/images/sait_prodotti/SAITDIAM-LAPRLASER.webp
VCE 33 L AC,SAIT,"Levigatrice Giraffa per pareti e soffitti
Tensione di rete: V/Hz 230/50Potenza assorbita: 500WPotenza erogata: 270WNr. di giri a vuoto: 1100-1650/minØ disco abrasivo: 225 mmAttacco utensile: a strappoAngolo d’inclinazione testa: 100°Lunghezza: 1520 mmLunghezza cavo: 5 mPeso: 3,9 KgIn dotazione:- Tubo di aspirazione antistatico Ø 32 mm x 4 m con attacco a scatto e manicotto, con regolazione dell’aria secondaria- 1 platorello autoaggrappante supersoft- 1 anello di serraggio rapido",/images/sait_prodotti/VCE33LAC.webp
PAD BLITZ,SAIT,Tampone manuale in polimero.Può essere utilizzato da entrambe le parti (durezza diversa della mousse).,/images/sait_prodotti/PADBLITZ.webp
