name,brand,brand_padre,descrizione,categoria,image_url
241 | Plafoncino professionale S.pro,boldrini,boldrini,"CARATTERISTICHE TECNICHE:
plafone in setole naturali miscelate a setole di sintesi di alta qualità.  Duraturo e resistente, la scelta ideale per il professionista che cerca uno strumento affidabile e di alta qualità.",plafoncini-professionali,/images/boldrini_prodotti/241PlafoncinoprofessionaleSpro.webp
1000 | Plafoncino professionale Essential,boldrini,boldrini,"CARATTERISTICHE TECNICHE:
plafone 100% in setole di sintesi, miscelate per ottenere il miglior rapporto tra prestazioni e prezzo.  Conveniente e performante, si presta all’utilizzo professionale e hobbystico",plafoncini-professionali,/images/boldrini_prodotti/1000PlafoncinoprofessionaleEssential.webp
280 | Plafoncino professionale Biondo,boldrini,boldrini,"Setole bionde di alta qualità extra lunghe,  per migliorare profilatura e maggior durata.
 ",plafoncini-professionali,/images/boldrini_prodotti/280PlafoncinoprofessionaleBiondo.webp
31 | Plafoncino professionale Biondo,boldrini,boldrini,"Ghiera ramata tonda. Setola bionda di alta qualità, plafoncino speciale per impregnanti.
 ",plafoncini-professionali,/images/boldrini_prodotti/31PlafoncinoprofessionaleBiondo.webp
294 | Plafoncino professionale Syntex,boldrini,boldrini,"Setole di sintesi morbide e durature. Ottimo per profilare e rifinire.
 ",plafoncini-professionali,/images/boldrini_prodotti/294PlafoncinoprofessionaleSyntex.webp
235 | Plafoncino setola bionda,boldrini,boldrini,"Setola bionda, ottimo rapporto qualità prezzo.
 ",plafoncini-professionali,/images/boldrini_prodotti/235Plafoncinosetolabionda.webp
270 | Plafoncino setola di sintesi lunga,boldrini,boldrini,Plafoncino in setole di sintesi miscelate.,plafoncini-professionali,/images/boldrini_prodotti/270Plafoncinosetoladisintesilunga.webp
Nasco M.tape PLUS,nasco,boldrini,"  Nastro in carta leggermente crespata, impregnata e spalmata con gomma naturale di qualità superiore.
Per mascherature di precisione, massima qualità per edilizia e carrozzeria. Il nastro ideale per i migliori professionisti.
Eccelle sulle principali superfici in edilizia. Precisione maggiore anche su supporti irregolari ed esposti ad alte temperature.",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoMtapePLUS.webp
Nasco M.tape PRO,nasco,boldrini,"  Nastro in carta leggermente crespata, impregnata e spalmata con gomma naturale di elevata qualità.
Ideale per mascheratura e molteplici impieghi in edilizia, decorazione ed industria.
Esprime le migliori prestazioni su superfici lisce e regolari, facilmente removibile, non si strappa e non lascia residui.
 ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoMtapePRO.webp
Nasco M.tape EAN,nasco,boldrini,"  Nastro in carta leggermente crespata, impregnata e spalmata con gomma naturale di elevata qualità.
Ideale per mascheratura e molteplici impieghi in edilizia, decorazione ed industria.
Esprime le migliori prestazioni su superfici lisce e regolari, facilmente removibile, non si strappa e non lascia residui.
 ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoMtapeEAN.webp
Nasco S. ACCURATE,nasco,boldrini,"  Nastro in carta di riso washi originale. Massima qualità per mascheratura in edilizia, decorazione, carrozzeria.
Consente di tracciare linee nette e precise su molteplici superfici.
Ideale per lavori di alta precisione e per superfici difficili.
Elevata resistenza ai raggi UV, alle temperature estreme e all’umidità. Facile da rimuovere, non si strappa e non lascia residui.
   ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoSACCURATE.webp
Nasco S. DELICATE,nasco,boldrini,"  Nastro in carta di riso washi originale. Massima qualità per mascheratura di superfici delicate come: tappezzeria, finiture di alta decorazione, laccature, smalti all’acqua, pareti in cartongesso.
Buona resistenza ai raggi UV e all’umidità. Consente di ottenere profili netti e precisi, senza sbavature.
Facilissimo da srotolare e da rimuovere, senza strappi.
 ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoSDELICATE.webp
Nasco AMERICANO,nasco,boldrini,"  Nastro telato di alta qualità, per riparare, fissare, unire, sigillare molteplici superfici.
Resiste all’invecchiamento, agli agenti atmosferici e all’umidità.
Facile da utilizzare, si strappa con le mani e aderisce direttamente a qualsiasi superficie.
 ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoAMERICANO.webp
Nasco SYLENT,nasco,boldrini,"  Nastro in polipropilene biorientato con collante acrilico, per imballaggio di pacchi dal peso medio e leggero.
Soluzione conveniente per imballaggio manuale su molteplici tipologie di cartone e scatolame.
Svolgimento silenzioso, disponibile in 3 colori: Avana, bianco e trasparente.
   ",nastri-adesivi-professionali,/images/boldrini_prodotti/NascoSYLENT.webp
105 | Ovalpennellessa professionale,boldrini,boldrini,pennellessa premium supporto inox made in italy,pennelli-in-setola-di-sintesi,/images/boldrini_prodotti/105Ovalpennellessaprofessionale.webp
"106 | Sash angolata, qualità Premium",boldrini,boldrini,manico di legno dimensione 65mm,pennelli-in-setola-di-sintesi,/images/boldrini_prodotti/106SashangolataqualitàPremium.webp
503 | Pennello da smalto Select,boldrini,boldrini,manico  legno scuro setola bionda,pennelli-in-setola-di-sintesi,/images/boldrini_prodotti/503PennellodasmaltoSelect.webp
51 | Pennello EcoWood,boldrini,boldrini,"Pennellessa con manico in pasta di legno reciclato Ecowood.
 ",pennelli-in-setola-di-sintesi,/images/boldrini_prodotti/51PennelloEcoWood.webp
89 | Pennello professionale orel,boldrini,boldrini,"Pennello professionale per impregnanti e finiture su legno
 ",pennelli-in-setola-di-sintesi,/images/boldrini_prodotti/89Pennelloprofessionaleorel.webp
300 – 305 | Rullini e rullotti Goldfaden 12 mm,rollfit,boldrini,Rullino e rullotto perlon riga gialla,mini-rulli-e-rullotti,/images/boldrini_prodotti/300305RullinierullottiGoldfaden12mm.webp
1939 – 939 | Rullini e rullotti Micro + 8 mm,rollfit,boldrini,Rullino Microfibra 10mm,mini-rulli-e-rullotti,/images/boldrini_prodotti/1939939RullinierullottiMicro8mm.webp
606 | Rullino MicroTex 12 mm,rollfit,boldrini,Rullino Microtex 12mm,mini-rulli-e-rullotti,/images/boldrini_prodotti/606RullinoMicroTex12mm.webp
1938 – 938 | Rullino e rullotto MeTex 6 mm,rollfit,boldrini,Rullino e rullotto Rolltex,mini-rulli-e-rullotti,/images/boldrini_prodotti/1938938RullinoerullottoMeTex6mm.webp
1937 – 937 | Rullini e rullotto MicroFelt 4 mm,rollfit,boldrini,Rullino e rullotto Microfelt.,mini-rulli-e-rullotti,/images/boldrini_prodotti/1937937RullinierullottoMicroFelt4mm.webp
800 | Rullino velour 4 mm,rollfit,boldrini,Rullino Velour 4mm,mini-rulli-e-rullotti,/images/boldrini_prodotti/800Rullinovelour4mm.webp
600 | Rullino MicroTex 6 mm,rollfit,boldrini,Rullino Microtex,mini-rulli-e-rullotti,/images/boldrini_prodotti/600RullinoMicroTex6mm.webp
750 | Rullino in spugna moltopren HD,rollfit,boldrini,"Rullino in spugna, disponibile anche nella versione con entrambi i lati arrotondati cod. 751",mini-rulli-e-rullotti,/images/boldrini_prodotti/750RullinoinspugnamoltoprenHD.webp
753 | Rullino spugna CONCAVE,rollfit,boldrini,"Rullino in spugna, concavo all’estermità",mini-rulli-e-rullotti,/images/boldrini_prodotti/753RullinospugnaCONCAVE.webp
893 | Rullino spugna FLOCKED,rollfit,boldrini,Rullino  Flocked,mini-rulli-e-rullotti,/images/boldrini_prodotti/893RullinospugnaFLOCKED.webp
566 | Rullino FLOCKED PREMIUM,rollfit,boldrini,Rullino FLOCKED,mini-rulli-e-rullotti,/images/boldrini_prodotti/566RullinoFLOCKEDPREMIUM.webp
Frattone trapezoidale 2070,ergo,boldrini,"Frattone professionale per applicazione e lucidatura di stucchi, marmirini e prodotti a base calce.
Rapporto qualità prezzo conveniente.",frattoni-professionali,/images/boldrini_prodotti/Frattonetrapezoidale2070.webp
Frattone dentato 627,ergo,boldrini,"Frattone dentato in acciaio, per applicazione di colle, rasanti e resine.",frattoni-professionali,/images/boldrini_prodotti/Frattonedentato627.webp
Frattone in plastica 625,ergo,boldrini,"Nuovo frattone completamente in plastica, super leggero.
Privo di rivetti e di saldature.
Lama bordo smussato e finitura leggermente ruvida.",frattoni-professionali,/images/boldrini_prodotti/Frattoneinplastica625.webp
Frattone plastica 626,ergo,boldrini,"Frattone in plastica con supporto in alluminio e manico legno.
Lama rivettata con rivetti in alluminio.
Elevata resistenza e durata.",frattoni-professionali,/images/boldrini_prodotti/Frattoneplastica626.webp
Frattone plastica 628,ergo,boldrini,"Frattone completamente in plastica, senza rivetti. Lama liscia.",frattoni-professionali,/images/boldrini_prodotti/Frattoneplastica628.webp
Frattone plastica 623,ergo,boldrini,"Frattone in plastica flessibile.
Supporto in alluminio e manico Ergo +
Lama rivettata con rivetti in alluminio, per finiture decorative.",frattoni-professionali,/images/boldrini_prodotti/Frattoneplastica623.webp
45001 | Rullo Acrylmax 16mm con pertica 2mt,rollfit,boldrini,setola bionda manico plastica,rully-hobby-e-divertimento,/images/boldrini_prodotti/45001RulloAcrylmax16mmconpertica2mt.webp
45007 | Rullo Poliestere 18mm con pertica 2mt,rollfit,boldrini,setola bianca manico plastica,rully-hobby-e-divertimento,/images/boldrini_prodotti/45007RulloPoliestere18mmconpertica2mt.webp
404 – Rullo hobby Polyestere,rollfit,boldrini,"Ideale per il fai da te, facile da usare e dal costo contenuto, realizzato per assecondare i piccoli lavori nell’ambito domestico senza dover rinunciare a nulla.",rully-hobby-e-divertimento,/images/boldrini_prodotti/404RullohobbyPolyestere.webp
413 – Rullo hobby Polyestere,rollfit,boldrini,"Ideale per il fai da te, facile da usare e dal costo contenuto, realizzato per assecondare i piccoli lavori nell’ambito domestico senza dover rinunciare a nulla.",rully-hobby-e-divertimento,/images/boldrini_prodotti/413RullohobbyPolyestere.webp
Rullo effetto SULTAN,effects-no-limits,boldrini,"Rullo per effetto SULTAN.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoSULTAN.webp
Rullo effetto KROK,effects-no-limits,boldrini,"Rullo per effetto KROK.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoKROK.webp
Rullo effetto RAPPER,effects-no-limits,boldrini,"Rullo per effetto RAPPER.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoRAPPER.webp
Rullo effetto DELTA,effects-no-limits,boldrini,"Rullo per effetto DELTA.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoDELTA.webp
Rullo effetto BAMBOO,effects-no-limits,boldrini,"Rullo per effetto PAILETTE.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoBAMBOO.webp
Rullo effetto KREOS,effects-no-limits,boldrini,"Rullo per effetto KREOS.
Completo di manico.",rulli-per-decorazione,/images/boldrini_prodotti/RulloeffettoKREOS.webp
748 | Rullo professionale MicroTex 6 mm,rollfit,boldrini,"MicroTex: Tessuto in speciale miscela di microfibra e filamenti di poliestere testurizzato. La combinazione dei due tessuti migliora le prestazioni del rullo che mantiene un eccellente livello di finitura e garantisce un migliore rilascio ed assorbimento.
CARATTERISTICHE TECNICHE: 
Finitura eccellente su pareti lisce e molto lisce. La versione da 15mm, si rende idonea per l’applicazione di idropitture e lavabili murali. La versione da 6mm, consente di applicare smalti murali, vernici e resine per pavimenti. ",rulli-per-superfici-molto-lisce-resine-e-pavimenti,/images/boldrini_prodotti/748RulloprofessionaleMicroTex6mm.webp
324 | Rullo professionale MICRO FELT 5 mm,rollfit,boldrini,"MICRO FELT: 
Tessuto di nuova generazione, molto fine e compatto, ideale per applicare qualsiasi smalto, vernice o resina a base acrilica o PU, mono e bi componenti. La speciale testura del tessuto, consente alle finiture la corretta dilatazione delle resine per una copertura uniforme e priva di difetti. Non perde fibre durante l’uso.",rulli-per-superfici-molto-lisce-resine-e-pavimenti,/images/boldrini_prodotti/324RulloprofessionaleMICROFELT5mm.webp
314 | Rullo professionale VELOUR 5 mm,rollfit,boldrini,"VELOUR WOOL ROLLER: 
Il Classico per applicazione di smalti e vernici a base solvente. Per una finitura priva di difetti e un rilascio uniforme di smalti e vernici.",rulli-per-superfici-molto-lisce-resine-e-pavimenti,/images/boldrini_prodotti/314RulloprofessionaleVELOUR5mm.webp
758 | Rullo professionale ONYX sponge,rollfit,boldrini,"ONYX sponge: rullo di spugna per applicazioni di smalti e vernici all’acqua, su pareti lisce e molto lisce. Utilizzabile anche su legno o metallo",rulli-per-superfici-molto-lisce-resine-e-pavimenti,/images/boldrini_prodotti/758RulloprofessionaleONYXsponge.webp
331 | Rullo professionale ME-Tex 6 mm,rollfit,boldrini,"ME-Tex: tessuto in 100% poliammide testurizzato, alta densità. Le eccezionali caratteristiche di resistenza e resilienza, gli consentono di applicare anche i prodotti più aggressivi, senza alcuna perdita di fibre o distacco del pelo.
Caratteristiche:
Elevato potere di assorbimento indipendentemente dalla lunghezza di pelo. Me-Tex garantisce un assorbimento uniforme e la perfetta deposizione anche dei prodotti vernicianti più aggressivi. ",rulli-per-superfici-molto-lisce-resine-e-pavimenti,/images/boldrini_prodotti/331RulloprofessionaleME-Tex6mm.webp
Miscelatore metallo,ergo,boldrini,"Miscelatore super flessibile.
Cm 27",fruste-e-mescolatori,/images/boldrini_prodotti/Miscelatoremetallo.webp
Miscelatore metallo + apri barattolo,ergo,boldrini,Disponibile nella versione da 28cm – 35cm,fruste-e-mescolatori,/images/boldrini_prodotti/Miscelatoremetalloapribarattolo.webp
Miscelatore forato in plastica,ergo,boldrini,Cm 50,fruste-e-mescolatori,/images/boldrini_prodotti/Miscelatoreforatoinplastica.webp
Guanto mistral,effects-no-limits,boldrini,Guanto rasato per superfici lisce.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Guantomistral.webp
Tampone in plastica per velatura,effects-no-limits,boldrini,"da sempre la gamma di attrezzi manuali per l'ottenimento di finiture di alta decorazione, leader nel mondo. Sempre aggiornata, al passo con i tempi e le nuove tendenze della decorazione.
",guanti-spugne-e-tamponi,/images/boldrini_prodotti/Tamponeinplasticapervelatura.webp
Spugna naturale,effects-no-limits,boldrini,"Spugna naturale mare mediteraneo.
Disponibile anche modello mare dei caraibi mis: 14 / 16 / 18",guanti-spugne-e-tamponi,/images/boldrini_prodotti/Spugnanaturale.webp
Depths spugna sintetica,effects-no-limits,boldrini,Spugna sintetica misura grande.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Depthsspugnasintetica.webp
Vel cel,effects-no-limits,boldrini,Spugna mezzaluna in cellulosa.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Velcel.webp
Tampone woody,effects-no-limits,boldrini,Tampone woody per effetto legno.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Tamponewoody.webp
Tampone track,effects-no-limits,boldrini,Tampone tondo tracks.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Tamponetrack.webp
Tampone venice,effects-no-limits,boldrini,Tampone in legno e pelli sintetiche.,guanti-spugne-e-tamponi,/images/boldrini_prodotti/Tamponevenice.webp
421 | Rullo completo di manico Nylon 21 mm,rollfit,boldrini,"Professionale per eccellenza. Un classico, ideale per intonaci e superfici ruvide.",rulli-completi-di-manico-fisso,/images/boldrini_prodotti/421RullocompletodimanicoNylon21mm.webp
407 | Rullo completo di manico Acryl Max 20 mm,rollfit,boldrini,Rapporto qualità prezzo conveniente e qualità costruttiva professionale.,rulli-completi-di-manico-fisso,/images/boldrini_prodotti/407RullocompletodimanicoAcrylMax20mm.webp
942 | Rullo completo di manico Airtex 10 mm,rollfit,boldrini,Rapporto qualità prezzo conveniente e qualità costruttiva professionale.,rulli-completi-di-manico-fisso,/images/boldrini_prodotti/942RullocompletodimanicoAirtex10mm.webp
967 | Green Line | Pareti ruvide 18mm,rollfit,boldrini,"Rulli di qualità professionale, costruiti con tessuti 100% da filati riciclati.
Componenti plastici in EcoWood, una speciale miscela di plastiche e legno riciclati, che normalmente verrebbero sprecati durante le fasi di produzione.
Confezione senza plastica, in cartoncino riciclato.
Completi di impugnatura ecowood",rulli-completi-di-manico-fisso,/images/boldrini_prodotti/967GreenLineParetiruvide18mm.webp
965 | Green Line | Pareti poco ruvide 12mm,rollfit,boldrini,"Rulli di qualità professionale, costruiti con tessuti 100% da filati riciclati.
Componenti plastici in EcoWood, una speciale miscela di plastiche e legno riciclati, che normalmente verrebbero sprecati durante le fasi di produzione.
Confezione senza plastica, in cartoncino riciclato.
Completi di impugnatura ecowood",rulli-completi-di-manico-fisso,/images/boldrini_prodotti/965GreenLineParetipocoruvide12mm.webp
968 | Green Line | Pareti lisce 6mm,rollfit,boldrini,"Rulli di qualità professionale, costruiti con tessuti 100% da filati riciclati.
Componenti plastici in EcoWood, una speciale miscela di plastiche e legno riciclati, che normalmente verrebbero sprecati durante le fasi di produzione.
Confezione senza plastica, in cartoncino riciclato.
Completi di impugnatura ecowood",rulli-completi-di-manico-fisso,/images/boldrini_prodotti/968GreenLineParetilisce6mm.webp
Spalter sintetico,effects-no-limits,boldrini,Splater in setola azzurra sintetica.,spalter-con-e-senza-manico,/images/boldrini_prodotti/Spaltersintetico.webp
Spalter 20mm,effects-no-limits,boldrini,Splater 20mm in setola di sintesi.,spalter-con-e-senza-manico,/images/boldrini_prodotti/Spalter20mm.webp
Radiatore 94 pro,boldrini,boldrini,"Radiatore in setola bionda, ghiera acciaio e manico di legno.",pennelli-da-termo,/images/boldrini_prodotti/Radiatore94pro.webp
Radiatore 93 semi pro,boldrini,boldrini,"Pennello da termo classico, setola bionda.",pennelli-da-termo,/images/boldrini_prodotti/Radiatore93semipro.webp
Radiatore 102 spessore 20mm,boldrini,boldrini,"Radiatore in setola bionda spessore 20mm, ghiera in acciaio e manico di legno.",pennelli-da-termo,/images/boldrini_prodotti/Radiatore102spessore20mm.webp
Radiatore 90 semi pro,boldrini,boldrini,"Radiatore in setola di sintesi, ghiera acciaio  e manico di legno.",pennelli-da-termo,/images/boldrini_prodotti/Radiatore90semipro.webp
891 | Impugnatura bicomponente | Archetto extra lucido,rollfit,boldrini,Impugnatura professionale in acciaio galvanizzato ROLLFIT,impugnature-e-pertiche,/images/boldrini_prodotti/891ImpugnaturabicomponenteArchettoextralucido.webp
799 | Impugnatura in plastica | Archetto in acciaio INOX,rollfit,boldrini,Impugnatura professionale in acciaio INOX  AVANGUARDIA,impugnature-e-pertiche,/images/boldrini_prodotti/799ImpugnaturainplasticaArchettoinacciaioINOX.webp
0001 | Impugnatura per mini rulli e rullotti,rollfit,boldrini,"Impugnatura professionale per mini rulli e rullotti, disponibile con varie misure di archetti:
standard
corto
extra corto
extra lungo",impugnature-e-pertiche,/images/boldrini_prodotti/0001Impugnaturaperminirullierullotti.webp
793 | Impugnatura professionale estensibile,rollfit,boldrini,"Impugnatura professionale, speciale per rulli extra lunghi regolabile entro 40 e 60 cm.",impugnature-e-pertiche,/images/boldrini_prodotti/793Impugnaturaprofessionaleestensibile.webp
Prolunga telescopica in alluminio,rollfit,boldrini,"Pertica telescopica professionale alluminio, sistema di montaggio universale con cono o filetto.",impugnature-e-pertiche,/images/boldrini_prodotti/Prolungatelescopicainalluminio.webp
Prolunga telescopica in metallo,rollfit,boldrini,"Pertica telescopica professionale in metallo, sistema di montaggio universale con cono o filetto.",impugnature-e-pertiche,/images/boldrini_prodotti/Prolungatelescopicainmetallo.webp
Prolunga telescopica in alluminio extra lunga,rollfit,boldrini,"Pertica telescopica professionale alluminio, sistema di montaggio universale con cono o filetto.",impugnature-e-pertiche,/images/boldrini_prodotti/Prolungatelescopicainalluminioextralunga.webp
Kasbah,effects-no-limits,boldrini,Tampone rotondo effetto KASBAH,strumenti-per-effetti-materici,/images/boldrini_prodotti/Kasbah.webp
Raschietto forgiato,ergo,boldrini,Raschietto manico legno e lama 100 mm forgiata.,raschietti,/images/boldrini_prodotti/Raschiettoforgiato.webp
Raschietto 72 mm,ergo,boldrini,Raschietto manico lungo in legno e lama 72 mm.,raschietti,/images/boldrini_prodotti/Raschietto72mm.webp
Raschietto gambo lungo,ergo,boldrini,Raschietto gambo lungo e lama in acciaio 65 mm.,raschietti,/images/boldrini_prodotti/Raschiettogambolungo.webp
"Raschietto manico lungo, universale",ergo,boldrini,Raschietto  universale con lame intercambiabili ( cod. lame 517LR),raschietti,/images/boldrini_prodotti/Raschiettomanicolungouniversale.webp
Raschietti per pertica,ergo,boldrini,"Raschietti in metallo per pertica telescopica.
Disponibili in 3 versioni:
10cm
15cm
20cm",raschietti,/images/boldrini_prodotti/Raschiettiperpertica.webp
319.4 | Rullo imbottito Perlon 20 mm,rollfit,boldrini,"Il rullo di riferimento per il professionista, in versione imbottita con spugna alto spessore.",rulli-imbottiti-per-facciate-ruvide-e-superfici-molto-ruvide,/images/boldrini_prodotti/3194RulloimbottitoPerlon20mm.webp
759 | Rullo professionale cm 25|40|50|60 Micro+ 9mm,rollfit,boldrini,"MICRO+: nuovo tessuto in microfibra di altissima densità. Maggiore rigidità e resilienza rispetto alle microfibre convenzionali, garantisce eccellente finitura, combinata ad un maggiore assorbimento e ad una copertura più veloce.",rulli-industrialfloors-pavimenti-resine-fondi-e-grandi-superfici,/images/boldrini_prodotti/759Rulloprofessionalecm25405060Micro9mm.webp
333 | Rullo professionale cm40|50|60 ME-Tex 12 mm,rollfit,boldrini,"MicroTex: Tessuto in speciale miscela di microfibra e filamenti di poliestere testurizzato. La combinazione dei due tessuti migliora le prestazioni del rullo che mantiene un eccellente livello di finitura e garantisce un migliore rilascio ed assorbimento.
CARATTERISTICHE TECNICHE: 
Finitura eccellente su pareti lisce e molto lisce. La versione da 15mm, si rende idonea per l’applicazione di idropitture e lavabili murali. La versione da 6mm, consente di applicare smalti murali, vernici e resine per pavimenti. ",rulli-industrialfloors-pavimenti-resine-fondi-e-grandi-superfici,/images/boldrini_prodotti/333Rulloprofessionalecm405060ME-Tex12mm.webp
331 | Rullo professionale cm40|50|60 ME-Tex 6 mm,rollfit,boldrini,"ME-Tex: tessuto in 100% poliammide testurizzato, alta densità. Le eccezionali caratteristiche di resistenza e resilienza, gli consentono di applicare anche i prodotti più aggressivi, senza alcuna perdita di fibre o distacco del pelo.
Caratteristiche:
Elevato potere di assorbimento indipendentemente dalla lunghezza di pelo. Me-Tex garantisce un assorbimento uniforme e la perfetta deposizione anche dei prodotti vernicianti più aggressivi. ",rulli-industrialfloors-pavimenti-resine-fondi-e-grandi-superfici,/images/boldrini_prodotti/331Rulloprofessionalecm405060ME-Tex6mm.webp
842 | Rullo professionale cm40|50|60 Hi-TEN 14 mm,rollfit,boldrini,"Hi-TEN: nuovo tessuto in fibre di poliestere lavorate e testurizzate. Finitura impeccabile su superfici molto lisce. Nessuna perdita di fibre, quindi si rende particolarmente idoneo all’applicazione di resine e finiture opache e molto fini su pareti o pavimenti.",rulli-industrialfloors-pavimenti-resine-fondi-e-grandi-superfici,/images/boldrini_prodotti/842Rulloprofessionalecm405060Hi-TEN14mm.webp
,,,,,
