name,sku,description,image_url
Troncatore XR Flexvolt 54V 2 x FV 9.0Ah,dcs690x2-qw,"Troncatore XR Flexvolt 54V 2 x FV 9.0Ah

The world's first 54V cordless cut off saw. The DCS690 delivers unrivalled cordless performance with a 54V brushless motor without the hassle of pull cord start up, petrol fumes or engine maintenance. The 230mm blade offers an 83mm depth of cut with an adjustable dual feed water system to manage dust. Sealed battery housing prevents dust and water ingress and a heavy load indicator helps the user cut with the optimised force.",/images/dewalt_products_elettroutensili/TroncatoreXRFlexvolt54V2xFV90Ah.webp
Martello Demo-perforatore 48mm 13.3J XR Flexvolt 54V 2 x FV 9.0Ah,dch733x2-qw,"Martello Demo-perforatore 48mm 13.3J XR Flexvolt 54V 2 x FV 9.0Ah

The DEWALT 54V brushless motor and high capacity battery delivers 13.3 Joules of impact energy which offers a maximum drilling capacity of 48mm in solid concrete. Despite its high performance the DCH733 features class leading vibration of 9.0m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore48mm133JXRFlexvolt54V2xFV90Ah.webp
Martello demo-perforatore 48mm SDS-Max,d25733k-qs,"Martello demo-perforatore 48mm SDS-Max

La funzione Perform and Protect è formata da un sistema antirotazione che rileva la perdita di controllo dell'utensile e reagisce istantaneamente limitando la potenza e da un'impugnatura con controllo attivo delle vibrazioni. Leader della categoria con 9,6 m/s2 per ridurre al minimo l'affaticamento dell'utente e migliorare i tempi operativi. Le prestazioni di perforazione ad alta velocità offrono un diametro massimo di perforazione di 48 mm nel cemento.",/images/dewalt_products_elettroutensili/Martellodemo-perforatore48mmSDS-Max.webp
Martello Demo-perforatore 48mm 13.3J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria),dch733n-xj,"Martello Demo-perforatore 48mm 13.3J XR Flexvolt 54V (in valigetta senza batterie e caricbatteria)

The DEWALT 54V brushless motor and high capacity battery delivers 13.3 Joules of impact energy which offers a maximum drilling capacity of 48mm in solid concrete. Despite its high performance the DCH733 features class leading vibration of 9.0m/s2 thanks to Perform and Protect features including an Active Vibration Control handle and an anti-rotation system which detects a loss of tool control and reacts instantly by cutting power.",/images/dewalt_products_elettroutensili/MartelloDemo-perforatore48mm133JXRFlexvolt54Vinvaligettasenzabatterieecaricbatteria.webp
Trapano Avviatore XR 18V 2 x 2.0Ah,dcd778d2t-qw,"Trapano Avviatore XR 18V 2 x 2.0Ah

",/images/dewalt_products_elettroutensili/TrapanoAvviatoreXR18V2x20Ah.webp
"Avviatore a Impulsi ad Alta Potenza Attacco 1/2"" XR 18V 2 x 5.0Ah",dcf894p2-qw,"Avviatore a Impulsi ad Alta Potenza Attacco 1/2"" XR 18V 2 x 5.0Ah

Our latest 18V XR impact wrench offers high torque in a compact package, ideal for steel construction, mechanical fastenings and automotive applications.  3 modes including Precision Wrench which offers the ultimate control in applications and protects tool, fastener, accessory and material. DEWALT brushless motor and 18V XR batteries deliver power, durability and runtime.",/images/dewalt_products_elettroutensili/AvviatoreaImpulsiadAltaPotenzaAttacco12XR18V2x50Ah.webp
Cavalletto rotante per troncatrice,de7260-xj,"Cavalletto rotante per troncatrice

An ideal solution for first and second fix carpenters to transport and use a mitre saw on site featuring a universal mounting system which simplifies tool attachment. 2 height settings with pneumatic assist and extendable material supports up to 2.4 m for different applications. Tough Rubber wheels for improved mobility and a 135 kg weight capacity.",/images/dewalt_products_elettroutensili/Cavallettorotantepertroncatrice.webp
Demolitore SDS-Max 24J - 1600W,d25951k-qs,"Demolitore SDS-Max 24J - 1600W

",/images/dewalt_products_elettroutensili/DemolitoreSDS-Max24J-1600W.webp
Avvitatore ad impulsi compatto 18V con quadro da 1/2,dcf894nt-xj,"Avvitatore ad impulsi compatto 18V con quadro da 1/2

Our latest 18V XR impact wrench offers high torque in a compact package, ideal for steel construction, mechanical fastenings and automotive applications.  3 modes including Precision Wrench which offers the ultimate control in applications and protects tool, fastener, accessory and material. DEWALT brushless motor and 18V XR batteries deliver power, durability and runtime.",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsicompatto18Vconquadroda12.webp
Compressore 10L 54V XR FLEXVOLT,dcc1054t2-qw,"Compressore 10L 54V XR FLEXVOLT

",/images/dewalt_products_elettroutensili/Compressore10L54VXRFLEXVOLT.webp
Trapano Avviatore con percussione XRP Tool Connect XR 18V 2 x 5.0Ah,dcd997p2b-qw,"Trapano Avviatore con percussione XRP Tool Connect XR 18V 2 x 5.0Ah

",/images/dewalt_products_elettroutensili/TrapanoAvviatoreconpercussioneXRPToolConnectXR18V2x50Ah.webp
Trapano Avviatore con Persussione Tool Connect XR 18V 2 x 5.0Ah,dcd797p2b-qw,"Trapano Avviatore con Persussione Tool Connect XR 18V 2 x 5.0Ah

",/images/dewalt_products_elettroutensili/TrapanoAvviatoreconPersussioneToolConnectXR18V2x50Ah.webp
Guardia di protezione da 230mm per dischi da taglio,d284921-xj,"Guardia di protezione da 230mm per dischi da taglio

",/images/dewalt_products_elettroutensili/Guardiadiprotezioneda230mmperdischidataglio.webp
Cuffia di protezione da 115mm per dischi da taglio,d281111-xj,"Cuffia di protezione da 115mm per dischi da taglio

",/images/dewalt_products_elettroutensili/Cuffiadiprotezioneda115mmperdischidataglio.webp
Cuffia di protezione da 115mm per dischi da taglio,d281111-xj,"Cuffia di protezione da 115mm per dischi da taglio

",/images/dewalt_products_elettroutensili/Cuffiadiprotezioneda115mmperdischidataglio.webp
Smerigliatrice diritta 18V - solo corpo macchina,dcg426n-xj,"Smerigliatrice diritta 18V - solo corpo macchina

This 18V XR expansion tool is ideal for metal fabricators and engineers who want the freedom of cordless. Our 18V brushless motor delivers 760W performance coupled with 3 speed settings for increased control and versatility in applications.",/images/dewalt_products_elettroutensili/Smerigliatricediritta18V-solocorpomacchina.webp
Cucitrice 18 Gauge XR Litio 18V BRUSHLESS (senza batterie),dcn681n-xj,"Cucitrice 18 Gauge XR Litio 18V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/Cucitrice18GaugeXRLitio18VBRUSHLESSsenzabatterie.webp
Cucitrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS,dcn681d2-qw,"Cucitrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/Cucitrice18GaugeXRLitio18V20AhBRUSHLESS.webp
Avvitatore ad impulsi Tool Connect 18V,dcf888p2b-qw,"Avvitatore ad impulsi Tool Connect 18V

",/images/dewalt_products_elettroutensili/AvvitatoreadimpulsiToolConnect18V.webp
18V XR Brushless 125mm Flat Head Angle Grinder - Bare Unit,dcg405fn-xj,"18V XR Brushless 125mm Flat Head Angle Grinder - Bare Unit

The 18V XR brushless grinder is also available as a flat gear head version, this allows the end user to work in smaller confined applications.  The electronic clutch reduces kick back in the event of a stall and the electronic brake ensures the disc stops quickly and safely.",/images/dewalt_products_elettroutensili/18VXRBrushless125mmFlatHeadAngleGrinder-BareUnit.webp
Trapano Avviatore XRP 18V 2 x FV 6.0Ah,dcd991t2-qw,"Trapano Avviatore XRP 18V 2 x FV 6.0Ah

",/images/dewalt_products_elettroutensili/TrapanoAvviatoreXRP18V2xFV60Ah.webp
Dado per smerigliatrice di bloccaggio M14,dt3559-qz,"Dado per smerigliatrice di bloccaggio M14

",/images/dewalt_products_elettroutensili/DadopersmerigliatricedibloccaggioM14.webp
Sega Universale XR Litio 18V 5.0Ah BRUSHLESS,dcs367p2-qw,"Sega Universale XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio18V50AhBRUSHLESS.webp
Sega Universale XR Litio 18V 5.0Ah BRUSHLESS,dcs367nt-xj,"Sega Universale XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio18V50AhBRUSHLESS.webp
Groppinatrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS,dcn680d2-qw,"Groppinatrice 18 Gauge XR Litio 18V 2.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/Groppinatrice18GaugeXRLitio18V20AhBRUSHLESS.webp
Sega circolare 180mm brushless 18V XR - Solo corpo macchina,dcs570nt-xj,"Sega circolare 180mm brushless 18V XR - Solo corpo macchina

",/images/dewalt_products_elettroutensili/Segacircolare180mmbrushless18VXR-Solocorpomacchina.webp
Sega Circolare XR Litio 18V 5.0Ah BRUSHLESS,dcs570p2-qw,"Sega Circolare XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/SegaCircolareXRLitio18V50AhBRUSHLESS.webp
Troncatrice radiale 305mm XR FLEXVOLT,dhs780n-xj,"Troncatrice radiale 305mm XR FLEXVOLT

",/images/dewalt_products_elettroutensili/Troncatriceradiale305mmXRFLEXVOLT.webp
Pialletto XR Litio 18V 5.0Ah BRUSHLESS,dcp580p2-qw,"Pialletto XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/PiallettoXRLitio18V50AhBRUSHLESS.webp
"Kit 18V XR DCD996 trapano percussione 3 velocità + DCF887 Avvitatore impulsi 1/4"" - 2 x 18V XR 5Ah in Tough System",dck276p2-qw,"Kit 18V XR DCD996 trapano percussione 3 velocità + DCF887 Avvitatore impulsi 1/4"" - 2 x 18V XR 5Ah in Tough System

",/images/dewalt_products_elettroutensili/Kit18VXRDCD996trapanopercussione3velocitàDCF887Avvitatoreimpulsi14-2x18VXR5AhinToughSystem.webp
Trapano Avviatore con percussione XRP XR 18V 2 x 5.0Ah,dcd996p2-qw,"Trapano Avviatore con percussione XRP XR 18V 2 x 5.0Ah

Vi presentiamo gli ultimi trapani avvitatori e martelli perforatori Extreme Runtime Performance (XRP) di DEWALT. Questi trapani ad alta potenza sono adatti per una varietà di applicazioni, in particolare per calcestruzzo, metallo e legno (se abbinati agli accessori corretti). I modelli DCD991 e DCD996 sono i trapani più potenti della gamma DEWALT e sono entrambi leggeri ed estremamente resistenti, con mandrini interamente in metallo e la nuova frizione elettronica per il massimo controllo.",/images/dewalt_products_elettroutensili/TrapanoAvviatoreconpercussioneXRPXR18V2x50Ah.webp
Levigatrice orbitale da 1/4 fogli,dwe6411z-it,"Levigatrice orbitale da 1/4 fogli

",/images/dewalt_products_elettroutensili/Levigatriceorbitaleda14fogli.webp
SMERIGLIATRICE ANGOLARE 115MM 730W,dwe4016-qs,"SMERIGLIATRICE ANGOLARE 115MM 730W

",/images/dewalt_products_elettroutensili/SMERIGLIATRICEANGOLARE115MM730W.webp
SMERIGLIATRICE ANGOLARE 115MM 730W,dwe4016-qs,"SMERIGLIATRICE ANGOLARE 115MM 730W

",/images/dewalt_products_elettroutensili/SMERIGLIATRICEANGOLARE115MM730W.webp
Tassellatore 32mm SDS-Plus,d25417kt-qs,"Tassellatore 32mm SDS-Plus

",/images/dewalt_products_elettroutensili/Tassellatore32mmSDS-Plus.webp
Troncatrice 184mm XR Litio 18V (senza batterie),dcs365n-xj,"Troncatrice 184mm XR Litio 18V (senza batterie)

",/images/dewalt_products_elettroutensili/Troncatrice184mmXRLitio18Vsenzabatterie.webp
Smerigliatrice angolare 115mm 900W - No-Volt,dwe4156-qs,"Smerigliatrice angolare 115mm 900W - No-Volt

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare115mm900W-No-Volt.webp
Smergliatrice angolare 115mm 800W - No-Volt,dwe4056-qs,"Smergliatrice angolare 115mm 800W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare115mm800W-No-Volt.webp
Smergliatrice angolare 125mm 800W - No-Volt,dwe4057-qs,"Smergliatrice angolare 125mm 800W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm800W-No-Volt.webp
Smergliatrice angolare 125mm 900W - No-Volt,dwe4157-qs,"Smergliatrice angolare 125mm 900W - No-Volt

",/images/dewalt_products_elettroutensili/Smergliatriceangolare125mm900W-No-Volt.webp
Avvitatore ad impulsi 18V XR - solo corpo macchina,dcf887nt-xj,"Avvitatore ad impulsi 18V XR - solo corpo macchina

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsi18VXR-solocorpomacchina.webp
Levigatrice orbitale 1/4 foglio 230W,dwe6411-qs,"Levigatrice orbitale 1/4 foglio 230W

",/images/dewalt_products_elettroutensili/Levigatriceorbitale14foglio230W.webp
Trapano Avvitatore XR Litio 18V 5.0Ah BRUSHLESS,dcd791p2-qw,"Trapano Avvitatore XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreXRLitio18V50AhBRUSHLESS.webp
Trapano Avvitatore con Percussione XR Litio 18V 2.0Ah BRUSHLESS,dcd796d2-qw,"Trapano Avvitatore con Percussione XR Litio 18V 2.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreconPercussioneXRLitio18V20AhBRUSHLESS.webp
Trapano Avvitatore XR Litio 18V 2.0Ah BRUSHLESS,dcd791d2-qw,"Trapano Avvitatore XR Litio 18V 2.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreXRLitio18V20AhBRUSHLESS.webp
Tassellatore 18V - solo corpo macchina,dch273nt-xj,"Tassellatore 18V - solo corpo macchina

",/images/dewalt_products_elettroutensili/Tassellatore18V-solocorpomacchina.webp
Avvitatore ad impulsi grande potenza 18V - solo corpo macchina,dcf899nt-xj,"Avvitatore ad impulsi grande potenza 18V - solo corpo macchina

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsigrandepotenza18V-solocorpomacchina.webp
Soffiatore XR Litio 18V (senza batterie),dcv100-xj,"Soffiatore XR Litio 18V (senza batterie)

",/images/dewalt_products_elettroutensili/SoffiatoreXRLitio18Vsenzabatterie.webp
Smerigliatrice angolare 115mm 1010W - No-Volt,dwe4206-qs,"Smerigliatrice angolare 115mm 1010W - No-Volt

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare115mm1010W-No-Volt.webp
Compressore 10 Litri,dpc10qtc-qs,"Compressore 10 Litri

",/images/dewalt_products_elettroutensili/Compressore10Litri.webp
"Cucitrice Lunghezza graffa 12 - 38mm, Diametro 1,27mm",dpssx38-xj,"Cucitrice Lunghezza graffa 12 - 38mm, Diametro 1,27mm

",/images/dewalt_products_elettroutensili/CucitriceLunghezzagraffa12-38mmDiametro127mm.webp
Chiodatrice a bobina 90mm,dpn90c-xj,"Chiodatrice a bobina 90mm

",/images/dewalt_products_elettroutensili/Chiodatriceabobina90mm.webp
Chiodatrice a bobina 90mm,dpn90c-xj,"Chiodatrice a bobina 90mm

",/images/dewalt_products_elettroutensili/Chiodatriceabobina90mm.webp
Smerigliatrice angolare 125mm 1010W - No-Volt,dwe4207-qs,"Smerigliatrice angolare 125mm 1010W - No-Volt

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mm1010W-No-Volt.webp
Sega universale 1100W,dwe305pk-qs,"Sega universale 1100W

",/images/dewalt_products_elettroutensili/Segauniversale1100W.webp
Avvitatore per cartongesso 18V XR Brushless - (Solo corpo macchina),dcf620nt-xj,"Avvitatore per cartongesso 18V XR Brushless - (Solo corpo macchina)

",/images/dewalt_products_elettroutensili/Avvitatorepercartongesso18VXRBrushless-Solocorpomacchina.webp
Avvitatore per Cartongesso XR Litio 18V 2.0Ah,dcf620d2-qw,"Avvitatore per Cartongesso XR Litio 18V 2.0Ah

",/images/dewalt_products_elettroutensili/AvvitatoreperCartongessoXRLitio18V20Ah.webp
"Avvitatore a Impulsi Alta Potenza 1/2"" XR Litio 18V 4.0Ah",dcf899p2-qw,"Avvitatore a Impulsi Alta Potenza 1/2"" XR Litio 18V 4.0Ah

",/images/dewalt_products_elettroutensili/AvvitatoreaImpulsiAltaPotenza12XRLitio18V40Ah.webp
Sega circolare per metall 140mm 18V XR - Solo corpo macchina,dcs373nt-xj,"Sega circolare per metall 140mm 18V XR - Solo corpo macchina

",/images/dewalt_products_elettroutensili/Segacircolarepermetall140mm18VXR-Solocorpomacchina.webp
Avvitatore ad impulsi 18V - solo corpo macchina,dcf880nt-xj,"Avvitatore ad impulsi 18V - solo corpo macchina

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsi18V-solocorpomacchina.webp
IT 18V,dcd740nt-xj,"IT 18V

",/images/dewalt_products_elettroutensili/IT18V.webp
Sistema estrazione polveri per tassellatore SDS-Plus 18V,d25303dh-xj,"Sistema estrazione polveri per tassellatore SDS-Plus 18V

The DEWALT D25303DH dust extractor features a powerful built-in motor offering excellent suction and high performance drilling. The D25303DH connects to 2Kg Cordless SDS hammers. The 2-second power-off delay ensures that dust extraction continues which ensure any debris in the telescopic hose is completely remove after drill is switched off. The D25303DH is tool free for easy attachment and removal.  It features a durable clear high capacity dust box, replaceable HEPA Filter.   The D25303DH fits up to 16mm bits and has a 160mm maximum drilling capacity",/images/dewalt_products_elettroutensili/SistemaestrazionepolveripertassellatoreSDS-Plus18V.webp
Tassellatore SDS-Plus 3 modalità 22mm 2.0J 710W,d25033k-qs,"Tassellatore SDS-Plus 3 modalità 22mm 2.0J 710W

",/images/dewalt_products_elettroutensili/TassellatoreSDS-Plus3modalità22mm20J710W.webp
Tassellatore SDS Plus 18V XR Litio 5.0Ah Brushless - 3 Modalità,dch273p2-qw,"Tassellatore SDS Plus 18V XR Litio 5.0Ah Brushless - 3 Modalità

",/images/dewalt_products_elettroutensili/TassellatoreSDSPlus18VXRLitio50AhBrushless-3Modalità.webp
Smerigliatrice Diritta 450W 6mm,dwe4884-qs,"Smerigliatrice Diritta 450W 6mm

",/images/dewalt_products_elettroutensili/SmerigliatriceDiritta450W6mm.webp
Aspiratore Solidi/Liquidi 1400W 30Lt Classe L - TSTAK,dwv901lt-qs,"Aspiratore Solidi/Liquidi 1400W 30Lt Classe L - TSTAK

",/images/dewalt_products_elettroutensili/AspiratoreSolidiLiquidi1400W30LtClasseL-TSTAK.webp
IT 18V XR Li-Ion Drywall Cut-Out Tool,dcs551n-xj,"IT 18V XR Li-Ion Drywall Cut-Out Tool

",/images/dewalt_products_elettroutensili/IT18VXRLi-IonDrywallCut-OutTool.webp
IT XR Li-Ion BRUSHLESS 2 Speed Framing Nailer in Tough System,dcn692p2k-qw,"IT XR Li-Ion BRUSHLESS 2 Speed Framing Nailer in Tough System

",/images/dewalt_products_elettroutensili/ITXRLi-IonBRUSHLESS2SpeedFramingNailerinToughSystem.webp
Pistola per il Grasso XR Litio 18V 4.0Ah,dcgg571m1-qw,"Pistola per il Grasso XR Litio 18V 4.0Ah

",/images/dewalt_products_elettroutensili/PistolaperilGrassoXRLitio18V40Ah.webp
Chiodatrice 90mm XR Litio 18V 5.0Ah BRUSHLESS,dcn692p2-qw,"Chiodatrice 90mm XR Litio 18V 5.0Ah BRUSHLESS

",/images/dewalt_products_elettroutensili/Chiodatrice90mmXRLitio18V50AhBRUSHLESS.webp
Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie),dcn692n-xj,"Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/Chiodatrice90mmXRLitio18VBRUSHLESSsenzabatterie.webp
Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie),dcn692n-xj,"Chiodatrice 90mm XR Litio 18V BRUSHLESS (senza batterie)

",/images/dewalt_products_elettroutensili/Chiodatrice90mmXRLitio18VBRUSHLESSsenzabatterie.webp
Sega Universale XR Litio 10.8V 2.0Ah,dcs310d2-qw,"Sega Universale XR Litio 10.8V 2.0Ah

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio108V20Ah.webp
Trapano Avvitatore XR Litio 18V 1.3Ah,dcd771c2-qw,"Trapano Avvitatore XR Litio 18V 1.3Ah

",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreXRLitio18V13Ah.webp
Elettrorifilatore 590W,dwe6005-qs,"Elettrorifilatore 590W

",/images/dewalt_products_elettroutensili/Elettrorifilatore590W.webp
Banchetto con ruote per seghe a banco,dwe74911-xj,"Banchetto con ruote per seghe a banco

",/images/dewalt_products_elettroutensili/Banchettoconruotepersegheabanco.webp
Banchetto per seghe a banco,dwe74912-xj,"Banchetto per seghe a banco

",/images/dewalt_products_elettroutensili/Banchettopersegheabanco.webp
Sacchetti raccoglipolvere in carta (5 pezzi),dwv9401-xj,"Sacchetti raccoglipolvere in carta (5 pezzi)

",/images/dewalt_products_elettroutensili/Sacchettiraccoglipolvereincarta5pezzi.webp
Tubo antistatico per aspiratori - 4m,dwv9316-xj,"Tubo antistatico per aspiratori - 4m

",/images/dewalt_products_elettroutensili/Tuboantistaticoperaspiratori-4m.webp
Sacchetti raccoglipolvere in tessuto (5pezzi),dwv9402-xj,"Sacchetti raccoglipolvere in tessuto (5pezzi)

",/images/dewalt_products_elettroutensili/Sacchettiraccoglipolvereintessuto5pezzi.webp
Sacchetti raccogli polvere in plastica (5pezzi),dwv9400-xj,"Sacchetti raccogli polvere in plastica (5pezzi)

",/images/dewalt_products_elettroutensili/Sacchettiraccoglipolvereinplastica5pezzi.webp
"Tassellatore SDS-Plus a ""L"" 3 modalità 32mm 4.2J 1000W con AVC",d25413k-qs,"Tassellatore SDS-Plus a ""L"" 3 modalità 32mm 4.2J 1000W con AVC

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusaL3modalità32mm42J1000WconAVC.webp
"Scalpellatore SDS-Plus a ""L"" 4.2J 1000W con sistema AVC",d25430k-qs,"Scalpellatore SDS-Plus a ""L"" 4.2J 1000W con sistema AVC

",/images/dewalt_products_elettroutensili/ScalpellatoreSDS-PlusaL42J1000WconsistemaAVC.webp
Tassellatore SDS-Plus XR Litio 18V 4.0Ah,dch253m2-qw,"Tassellatore SDS-Plus XR Litio 18V 4.0Ah

",/images/dewalt_products_elettroutensili/TassellatoreSDS-PlusXRLitio18V40Ah.webp
Aspiratore solidi/liquidi classe L 1400W - Classe L,dwv902l-qs,"Aspiratore solidi/liquidi classe L 1400W - Classe L

",/images/dewalt_products_elettroutensili/AspiratoresolidiliquidiclasseL1400W-ClasseL.webp
Aspiratore solidi/liquidi classe M 1400W - Classe M,dwv902m-qs,"Aspiratore solidi/liquidi classe M 1400W - Classe M

",/images/dewalt_products_elettroutensili/AspiratoresolidiliquidiclasseM1400W-ClasseM.webp
Smerigliatrice angolare 230mm 2400W,dwe4559-qs,"Smerigliatrice angolare 230mm 2400W

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare230mm2400W.webp
Sega circolare 65mm - 1350W,dwe560-qs,"Sega circolare 65mm - 1350W

",/images/dewalt_products_elettroutensili/Segacircolare65mm-1350W.webp
Sega circolare 55mm - 1200W,dwe550-qs,"Sega circolare 55mm - 1200W

",/images/dewalt_products_elettroutensili/Segacircolare55mm-1200W.webp
Sega Circolare 61mm - 1600W - Scarpa guida parallela,dwe576k-qs,"Sega Circolare 61mm - 1600W - Scarpa guida parallela

",/images/dewalt_products_elettroutensili/SegaCircolare61mm-1600W-Scarpaguidaparallela.webp
Sega Circolare 61mm - 1600W - Scarpa guida parallela,dwe576k-qs,"Sega Circolare 61mm - 1600W - Scarpa guida parallela

",/images/dewalt_products_elettroutensili/SegaCircolare61mm-1600W-Scarpaguidaparallela.webp
"Avvitatore a Impulsi 1/2"" XR Litio 18V 4.0Ah",dcf880m2-qw,"Avvitatore a Impulsi 1/2"" XR Litio 18V 4.0Ah

",/images/dewalt_products_elettroutensili/AvvitatoreaImpulsi12XRLitio18V40Ah.webp
Sega Universale XR Litio 18V 4.0Ah,dcs380m2-qw,"Sega Universale XR Litio 18V 4.0Ah

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio18V40Ah.webp
Trapano avvitatore 18V XR Litio con percussione,dcd785m2-qw,"Trapano avvitatore 18V XR Litio con percussione

",/images/dewalt_products_elettroutensili/Trapanoavvitatore18VXRLitioconpercussione.webp
Smerigliatrice angolare 18V XR Litio,dcg412m2-qw,"Smerigliatrice angolare 18V XR Litio

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare18VXRLitio.webp
Cuffia di aspirazione per levigatura superfici - 115/125mm,dwe46150-xj,"Cuffia di aspirazione per levigatura superfici - 115/125mm

",/images/dewalt_products_elettroutensili/Cuffiadiaspirazioneperlevigaturasuperfici-115125mm.webp
Trapano a colonna con supporto magnetico 1200W,dwe1622k-qs,"Trapano a colonna con supporto magnetico 1200W

",/images/dewalt_products_elettroutensili/Trapanoacolonnaconsupportomagnetico1200W.webp
Smerigliatrice angolare 230mm 2600W,dwe4579-qs,"Smerigliatrice angolare 230mm 2600W

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare230mm2600W.webp
Sega Universale XR Litio 18V (senza batterie),dcs380n-xj,"Sega Universale XR Litio 18V (senza batterie)

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio18Vsenzabatterie.webp
Sega Universale XR Litio 10.8V (senza batterie),dcs310n-xj,"Sega Universale XR Litio 10.8V (senza batterie)

",/images/dewalt_products_elettroutensili/SegaUniversaleXRLitio108Vsenzabatterie.webp
Troncatrice a testa fissa con pianetto 305mm + Sistema tracciatura XPS,d27113-qs,"Troncatrice a testa fissa con pianetto 305mm + Sistema tracciatura XPS

",/images/dewalt_products_elettroutensili/Troncatriceatestafissaconpianetto305mmSistematracciaturaXPS.webp
Adattatore in gomma,dwv9110-xj,"Adattatore in gomma

The DWV9110 is a tapered rubber adapter that fits with the DWV9000 AirLock connector for quick and easy dust port connection.  ͍ Fits port sizes 29,30 and 36 mm.",/images/dewalt_products_elettroutensili/Adattatoreingomma.webp
Adattatore 35mm ad angolo,dwv9150-xj,"Adattatore 35mm ad angolo

",/images/dewalt_products_elettroutensili/Adattatore35mmadangolo.webp
Kit di sistemi di connessione per macchine legno,dwv9220-xj,"Kit di sistemi di connessione per macchine legno

",/images/dewalt_products_elettroutensili/Kitdisistemidiconnessionepermacchinelegno.webp
Adattatore 35mm,dwv9130-xj,"Adattatore 35mm

",/images/dewalt_products_elettroutensili/Adattatore35mm.webp
Demolitore Exa 30mm 16Kg 35J 1600W con AVC,d25961k-qs,"Demolitore Exa 30mm 16Kg 35J 1600W con AVC

",/images/dewalt_products_elettroutensili/DemolitoreExa30mm16Kg35J1600WconAVC.webp
Elettrofresatrice compatta a base fissa 900W 8mm,d26200-qs,"Elettrofresatrice compatta a base fissa 900W 8mm

",/images/dewalt_products_elettroutensili/Elettrofresatricecompattaabasefissa900W8mm.webp
Elettrofresatrice con affondamento e base fissa 900W 8mm,d26204k-qs,"Elettrofresatrice con affondamento e base fissa 900W 8mm

",/images/dewalt_products_elettroutensili/Elettrofresatriceconaffondamentoebasefissa900W8mm.webp
Pistola termica digitale 2000 Watt,d26414-qs,"Pistola termica digitale 2000 Watt

",/images/dewalt_products_elettroutensili/Pistolatermicadigitale2000Watt.webp
Pistola termica digitale 2000 Watt,d26414-qs,"Pistola termica digitale 2000 Watt

",/images/dewalt_products_elettroutensili/Pistolatermicadigitale2000Watt.webp
Trapano - Carotatore 2 velocità 1300W,d21570k-qs,"Trapano - Carotatore 2 velocità 1300W

Trapano con due velocità meccaniche, adatto per uso intenso ed applicazioni che necessitano di tanta potenza. Il mandrino da 13 mm e l’impugnatura addizionale in metallo ne fanno uno strumento affidabile nell’uso sul cantiere edile e per lavori di installazione di carpenteria medio-pesante.",/images/dewalt_products_elettroutensili/Trapano-Carotatore2velocità1300W.webp
Tagliapiastrelle portatile 1300W,dwc410-qs,"Tagliapiastrelle portatile 1300W

",/images/dewalt_products_elettroutensili/Tagliapiastrelleportatile1300W.webp
Pistola termica 1800 Watt,d26411-qs,"Pistola termica 1800 Watt

",/images/dewalt_products_elettroutensili/Pistolatermica1800Watt.webp
