name,sku,description,image_url
"KIT composto da DCH273 tassellatore SDS-Plus 2,1J + DCF887 Avvitatore impulsi 1/4"" + DCG405 Smerigliatrice 125mm + 3 x XR 18V 5Ah",dck305p3t-qw,"KIT composto da DCH273 tassellatore SDS-Plus 2,1J + DCF887 Avvitatore impulsi 1/4"" + DCG405 Smerigliatrice 125mm + 3 x XR 18V 5Ah

",/images/dewalt_products_elettroutensili/KITcompostodaDCH273tassellatoreSDS-Plus21JDCF887Avvitatoreimpulsi14DCG405Smerigliatrice125mm3xXR18V5Ah.webp
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore Brushless, energia del colpo 27.0J - 3 batterie XR FLEXVOLT 9Ah",dch911x3-qw,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore Brushless, energia del colpo 27.0J - 3 batterie XR FLEXVOLT 9Ah

",/images/dewalt_products_elettroutensili/MartelloDemolitoreSDS-Max54VXRFLEXVOLTMotoreBrushlessenergiadelcolpo270J-3batterieXRFLEXVOLT9Ah.webp
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore brushless, energia del colpo 27.0J Solo corpo macchina",dch911nk-xj,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, Motore brushless, energia del colpo 27.0J Solo corpo macchina

",/images/dewalt_products_elettroutensili/MartelloDemolitoreSDS-Max54VXRFLEXVOLTMotorebrushlessenergiadelcolpo270JSolocorpomacchina.webp
"Martello Demolitore SDS-Max 1700W, MOTORE BRUSHLESS, energia del colpo 27.0J (EPTA 05/2009)",d25911k-qs,"Martello Demolitore SDS-Max 1700W, MOTORE BRUSHLESS, energia del colpo 27.0J (EPTA 05/2009)

",/images/dewalt_products_elettroutensili/MartelloDemolitoreSDS-Max1700WMOTOREBRUSHLESSenergiadelcolpo270JEPTA052009.webp
"Rivettatrice BRUSHLESS 18V XR da 6,3 mm - 2 X POWERSTACK G-Class Compact",dcf414e2gt-qw,"Rivettatrice BRUSHLESS 18V XR da 6,3 mm - 2 X POWERSTACK G-Class Compact

",/images/dewalt_products_elettroutensili/RivettatriceBRUSHLESS18VXRda63mm-2XPOWERSTACKG-ClassCompact.webp
"Strumento per rivetti senza spazzole 18V XR da 4,8 mm - 2 X 2AH Classe G",dcf403d2gt-qw,"Strumento per rivetti senza spazzole 18V XR da 4,8 mm - 2 X 2AH Classe G

",/images/dewalt_products_elettroutensili/Strumentoperrivettisenzaspazzole18VXRda48mm-2X2AHClasseG.webp
"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah",dcf900p2t-qw,"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah

Completate i lavori più difficili utilizzando la potenza dell'avvitatore a impulsi DEWALT® 18V XR 1/2 in. ad alta coppia. Con una coppia massima di fissaggio di 1356 Nm e una coppia massima di distacco di 1898 Nm, è ideale per flange di tubi di grandi dimensioni, accoppiamenti scanalati, occhielli per ruote, fissaggio di bulloni di ancoraggio per calcestruzzo e molte altre applicazioni gravose con l'avvitatore a impulsi. La modalità PRECISION WRENCH è inclusa per aiutare a prevenire il serraggio eccessivo in avanti e lo scorrimento in retromarcia, per un maggiore controllo da parte dell'utente. Utilizzate l'interruttore a pulsante aggiornato a 4 modalità per passare facilmente da una velocità all'altra e regolare la luminosità dei LED quando necessario.",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsialtapotenza12HogRingBrushless4modalità-2x5Ah.webp
DCD999 + DCF850 + 1 batteria 18V XR Porestack 5Ah + 1 batteria 18V XR powerstack compact + caricabatteria in TSTAK,dck2052h1e1t-qw,"DCD999 + DCF850 + 1 batteria 18V XR Porestack 5Ah + 1 batteria 18V XR powerstack compact + caricabatteria in TSTAK

",/images/dewalt_products_elettroutensili/DCD999DCF8501batteria18VXRPorestack5Ah1batteria18VXRpowerstackcompactcaricabatteriainTSTAK.webp
Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcf85me2gt-qw,"Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere tenaci sotto pressione. We are Tough Together"".\nIl nostro più piccolo e potente avvitatore a percussione 18V XR vi offre maggiore accesso e velocità di applicazione. Il DCF85ME2GT eroga una coppia di 205 Nm in un corpo compatto di 100 mm, perfetto per un'ampia gamma di applicazioni in ambito edile, industriale e automobilistico. Altre caratteristiche includono un interruttore a 3 modalità per un controllo migliore, tra cui la funzione Precision Drive che impedisce di danneggiare il materiale e il dispositivo di fissaggio nei lavori di precisione.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183"".\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione ridotta del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",/images/dewalt_products_elettroutensili/Avvitatoreaimpulsi18VXRBrushless-DEWALTxMcLARENTEAMF1inedizionelimitata.webp
Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcf85me2gt-qw,"Avvitatore a impulsi 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere tenaci sotto pressione. We are Tough Together"".\nIl nostro più piccolo e potente avvitatore a percussione 18V XR vi offre maggiore accesso e velocità di applicazione. Il DCF85ME2GT eroga una coppia di 205 Nm in un corpo compatto di 100 mm, perfetto per un'ampia gamma di applicazioni in ambito edile, industriale e automobilistico. Altre caratteristiche includono un interruttore a 3 modalità per un controllo migliore, tra cui la funzione Precision Drive che impedisce di danneggiare il materiale e il dispositivo di fissaggio nei lavori di precisione.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183"".\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione ridotta del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",/images/dewalt_products_elettroutensili/Avvitatoreaimpulsi18VXRBrushless-DEWALTxMcLARENTEAMF1inedizionelimitata.webp
Trapano avvitatore a percussione 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dcd85me2gt-qw,"Trapano avvitatore a percussione 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

La nostra gamma di utensili in edizione limitata DEWALT x McLAREN TEAM F1 è il risultato di una volontà comune di essere forti sotto pressione. We are Tough Together.""\nIl DCD85ME2GT è il nostro più recente e potente trapano avvitatore a percussione brushless a 2 velocità che eroga fino a 90 Nm di coppia in un corpo compatto di 177 mm, progettato per offrire le massime prestazioni nei lavori più difficili. Le 2 velocità e le 15 impostazioni di coppia offrono il massimo controllo sulle applicazioni di foratura e fissaggio. Le batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",/images/dewalt_products_elettroutensili/Trapanoavvitatoreapercussione18VXRBrushless-DEWALTxMcLARENTEAMF1inedizionelimitata.webp
Kit 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata,dck200me2gt-qw,"Kit 18V XR Brushless - DEWALT x McLAREN TEAM F1 in edizione limitata

I prodotti DEWALT x McLAREN TEAM F1 in edizione limitata sono il risultato del nostro lavoro per essere resistenti anche sotto pressione. We are Tough Together.""\nKit: Trapano avvitatore a percussione, Avvitatore a impulsi, 2 Batterie POWERSTACK serie G, Caricabatterie, TSTAK.\nLe batterie POWERSTACK serie G sono progettate per gli utenti del settore automobilistico, con un alloggiamento resistente ai prodotti chimici e ai grassi e una base in gomma per evitare di segnare le superfici.\nLe batterie POWERSTACK Compact offrono il 50% di potenza in più* con una dimensione ridotta del 25%* e sono compatibili con tutti gli utensili XR da 18V già in vostro possesso.\n\n*Per quanto riguarda il 50% di potenza in più: rispetto alla batteria DCB183, non nell'applicazione. Per quanto riguarda la dimensione più piccola del 25% e l'ingombro più compatto: rispetto alla batteria DCB183.",/images/dewalt_products_elettroutensili/Kit18VXRBrushless-DEWALTxMcLARENTEAMF1inedizionelimitata.webp
Troncatore 230mm 54V XR FLEXVOLT  Solo corpo macchina,dcs691n-xj,"Troncatore 230mm 54V XR FLEXVOLT  Solo corpo macchina

",/images/dewalt_products_elettroutensili/Troncatore230mm54VXRFLEXVOLTSolocorpomacchina.webp
REFILATORE CARTONGESSO BRUSHLESS 18V XR - Solo corpo macchina,dce555n-xj,"REFILATORE CARTONGESSO BRUSHLESS 18V XR - Solo corpo macchina

L'utensile da taglio per cartongesso DCS555 18V XR è dotato di un motore brushless da 26.000 giri/min. con cambio bit senza attrezzi. L'interruttore a tenuta di polvere protegge dall'ingresso di polvere per una maggiore durata dell'utensile. Unità nuda, batterie e caricabatterie venduti separatamente.",/images/dewalt_products_elettroutensili/REFILATORECARTONGESSOBRUSHLESS18VXR-Solocorpomacchina.webp
"Cesoia per tagli e lemiere oblique. 0-2450 giri/minuto, Capacità di taglio (ferro dolce) 1.3 mm, (acciaio inox) 1.0 mm",dcs496n-xj,"Cesoia per tagli e lemiere oblique. 0-2450 giri/minuto, Capacità di taglio (ferro dolce) 1.3 mm, (acciaio inox) 1.0 mm

",/images/dewalt_products_elettroutensili/Cesoiapertaglielemiereoblique0-2450giriminutoCapacitàditaglioferrodolce13mmacciaioinox10mm.webp
Troncatrice radiale 305 mm doppia inclinazione 54V XR FLEXVOLT - Solo corpo macchina,dcs781n-xj,"Troncatrice radiale 305 mm doppia inclinazione 54V XR FLEXVOLT - Solo corpo macchina

La DCS781 è la troncatrice a batteria di ultima generazione per le applicazioni di prima e seconda fissazione in cantiere e può eseguire fino a 675 tagli in battiscopa da 83 mm con una batteria XR FLEXVOLT® da 9Ah.\r\nIl potente motore brushless da 54 V offre una capacità di taglio di 310 x 90 mm, con una capacità di 165 mm di altezza alla recinzione e la tecnologia di frenata rigenerativa prolunga l'autonomia reindirizzando l'energia persa nella batteria. Progettato per garantire una precisione ripetibile grazie a due guide orizzontali e a una piastra di fermo in acciaio inossidabile con angoli comuni a 0, 15, 22,5, 31,6, 35,3 e 45 gradi.\r\nAltre caratteristiche includono il controllo wireless dell'utensile per consentire l'estrazione automatica della polvere all'avvio dell'arresto quando viene utilizzato con il DCV586M, il sistema di posizionamento del taglio trasversale XPS per la massima precisione e visibilità senza necessità di calibrazione e le maniglie laterali estensibili di 100 mm per il supporto del materiale e una maggiore trasportabilità in cantiere.",/images/dewalt_products_elettroutensili/Troncatriceradiale305mmdoppiainclinazione54VXRFLEXVOLT-Solocorpomacchina.webp
"Smerigliatrice angolare 125mm Velocità variabile. Motore BRUSHLESS. Potenza max resa 1650W, 3000-9000 giri/min., max diametro disco 125 mm",dcg409vsnt-xj,"Smerigliatrice angolare 125mm Velocità variabile. Motore BRUSHLESS. Potenza max resa 1650W, 3000-9000 giri/min., max diametro disco 125 mm

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mmVelocitàvariabileMotoreBRUSHLESSPotenzamaxresa1650W3000-9000giriminmaxdiametrodisco125mm.webp
Sega universale XR 18V con FLEXVOLT ADVANTAGE,dcs386t1-qw,"Sega universale XR 18V con FLEXVOLT ADVANTAGE

Gli utensili 18V XR con tecnologia FLEXVOLT ADVANTAGE sono progettati per riconoscere la batteria XR FLEXVOLT e fornire una potenza aggiuntiva, rispetto all'utilizzo di una batteria 18V XR, quando necessario per completare lavori più gravosi. Grazie a questa caratteristica l’utensile aumenta la versatilità consentendo a un prodotto 18V XR di gestire al meglio le diverse applicazioni ottimizzando in modo significativo la flessibilità e la produttività del professionista. La sega universale DCS386 eroga fino al 50% di potenza in più con batteria XR FLEXVOLT DCB546 da 6AH rispetto all'utilizzo con batteria XR 18V da 5AH DCB184. Ideale anche per le applicazioni più impegnative con una velocità di 3000 corse/min.",/images/dewalt_products_elettroutensili/SegauniversaleXR18VconFLEXVOLTADVANTAGE.webp
Trapano a magneti permanenti XR 18V BRUSHLESS.,dcd1623x2g-qw,"Trapano a magneti permanenti XR 18V BRUSHLESS.

Questo trapano magnetico da 50 mm senza spazzole da 18 V XR è dotato di una tecnologia che lo rende fino al 32% più potente quando si utilizza una batteria XR FLEXVOLT® DCB547*. Costruito per evitare guasti all'utensile dovuti alla perdita di potenza, si attacca saldamente al metallo grazie a una base a magneti permanenti che non richiede alcuna carica elettrica. Questo trapano magnetico ad alte prestazioni è in grado di praticare fino a 40 fori per carica. Il sistema di cambio rapido del mandrino consente di passare senza l'ausilio di utensili dal codolo Weldon da 19 mm al mandrino con chiave da 13 mm (incluso). Per mantenere il controllo dell'utente, la frizione elettronica è progettata per spegnersi quando rileva una rotazione, parte della famiglia PERFORM & PROTECT™. Il trapano è dotato di 5 velocità variabili per ciascuno dei 2 ingranaggi meccanici, per un totale di 10 impostazioni di velocità che consentono un'ampia gamma di giri al minuto per una varietà di applicazioni.\r\n*Utilizzando la batteria DCB547G rispetto alla batteria DCB184, **Fino a 40 fori per carica su acciaio ASTM A36 da 13 mm e dimensioni dei fori di 20 mm utilizzando la batteria DCB547G.",/images/dewalt_products_elettroutensili/TrapanoamagnetipermanentiXR18VBRUSHLESS.webp
Trapano a magneti permanenti XR 18V Brushless,dcd1623n-xj,"Trapano a magneti permanenti XR 18V Brushless

Questo trapano magnetico da 50 mm senza spazzole da 18 V XR è dotato di una tecnologia che lo rende fino al 32% più potente quando si utilizza una batteria XR FLEXVOLT® DCB547*. Costruito per evitare guasti all'utensile dovuti alla perdita di potenza, si attacca saldamente al metallo grazie a una base a magneti permanenti che non richiede alcuna carica elettrica. Questo trapano magnetico ad alte prestazioni è in grado di praticare fino a 40 fori per carica. Il sistema di cambio rapido del mandrino consente di passare senza l'ausilio di utensili dal codolo Weldon da 19 mm al mandrino con chiave da 13 mm (incluso). Per mantenere il controllo dell'utente, la frizione elettronica è progettata per spegnersi quando rileva una rotazione, parte della famiglia PERFORM & PROTECT™. Il trapano è dotato di 5 velocità variabili per ciascuno dei 2 ingranaggi meccanici, per un totale di 10 impostazioni di velocità che consentono un'ampia gamma di giri al minuto per una varietà di applicazioni.\r\n*Utilizzando la batteria DCB547G rispetto alla batteria DCB184, **Fino a 40 fori per carica su acciaio ASTM A36 da 13 mm e dimensioni dei fori di 20 mm utilizzando la batteria DCB547G.",/images/dewalt_products_elettroutensili/TrapanoamagnetipermanentiXR18VBrushless.webp
Smerigliatrice angolare 125mm 18V XR velocità variabile,dcg416vsn-xj,"Smerigliatrice angolare 125mm 18V XR velocità variabile

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mm18VXRvelocitàvariabile.webp
Trapano Avvitatore con percussione compatto 2 Velocità XR 18V BRUSHLESS. Mandrino autoserrante in metallo 1.5-13mm,dcd805h2t-qw,"Trapano Avvitatore con percussione compatto 2 Velocità XR 18V BRUSHLESS. Mandrino autoserrante in metallo 1.5-13mm

""DCD805, il più potente trapano avvitatore con percussione brushless e con 90Nm di coppia il tutto in soli 177 mm di lunghezza, progettato per garantire massime prestazioni in ambienti ristretti. 2 velocità e 15 regolazioni di frizione per il massimo controllo in tutte le applicazioni di foratura e fissaggio. Un LED orientabile sulla base che illumina il punto di lavoro per una maggiore visibilità in spazi bui e ristretti. Le batterie POWERSTACK offrono il 50% di potenza in più* con un ingombro ridotto del 25%** ed hanno un numero di cicli di ricarica doppio rispetto alla batteria DCB183. * 50% di potenza in più rispetto alla batteria DCB183, non nell'applicazione. Ingombro 25% più compatto rispetto alla batteria DCB183.""",/images/dewalt_products_elettroutensili/TrapanoAvvitatoreconpercussionecompatto2VelocitàXR18VBRUSHLESSMandrinoautoserranteinmetallo15-13mm.webp
"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah GFN",dcf900p2g-qw,"Avvitatore ad impulsi alta potenza 1/2"" (Hog Ring) Brushless (4 modalità) - 2 x 5Ah GFN

",/images/dewalt_products_elettroutensili/Avvitatoreadimpulsialtapotenza12HogRingBrushless4modalità-2x5AhGFN.webp
"Cricchetto 18V XR Brushless 3/8"" - 1 x 2Ah ""G""",dcf513d1g-qw,"Cricchetto 18V XR Brushless 3/8"" - 1 x 2Ah ""G""

",/images/dewalt_products_elettroutensili/Cricchetto18VXRBrushless38-1x2AhG.webp
"Cricchetto 18V XR Brushless 1/2"" - 1 x 2Ah ""G""",dcf512d1g-qw,"Cricchetto 18V XR Brushless 1/2"" - 1 x 2Ah ""G""

",/images/dewalt_products_elettroutensili/Cricchetto18VXRBrushless12-1x2AhG.webp
"Cricchetto 12V XR Brushless 1/4"" - 1 x 3Ah ""G""",dcf504l1g-qw,"Cricchetto 12V XR Brushless 1/4"" - 1 x 3Ah ""G""

",/images/dewalt_products_elettroutensili/Cricchetto12VXRBrushless14-1x3AhG.webp
"Martello Demolitore SDS-Max 54V XR FLEXVOLT, energia del colpo 10.5J (EPTA 05/2009)",dch832n-xj,"Martello Demolitore SDS-Max 54V XR FLEXVOLT, energia del colpo 10.5J (EPTA 05/2009)

",/images/dewalt_products_elettroutensili/MartelloDemolitoreSDS-Max54VXRFLEXVOLTenergiadelcolpo105JEPTA052009.webp
Sega universale 54V XR FLEXVOLT,dcs389nt-xj,"Sega universale 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCS389 54V Reciprocating Saw has up to 19% more power* when used with a 9Ah battery than the DCS388. With a no-load speed of 3000 spm, this saw delivers the power of a corded reciprocating saw with the portability and convenience of a cordless through our revolutionary DEWALT XR FLEXVOLT technology. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCS389 with DCB547 and DCS388 with DCB546.",/images/dewalt_products_elettroutensili/Segauniversale54VXRFLEXVOLT.webp
Sega universale 54V XR FLEXVOLT,dcs389nt-xj,"Sega universale 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCS389 54V Reciprocating Saw has up to 19% more power* when used with a 9Ah battery than the DCS388. With a no-load speed of 3000 spm, this saw delivers the power of a corded reciprocating saw with the portability and convenience of a cordless through our revolutionary DEWALT XR FLEXVOLT technology. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCS389 with DCB547 and DCS388 with DCB546.",/images/dewalt_products_elettroutensili/Segauniversale54VXRFLEXVOLT.webp
Meccanismo caricamento rapido viti a nastro per avvitatore cartongesso DCF620,dcf6202-xj,"Meccanismo caricamento rapido viti a nastro per avvitatore cartongesso DCF620

Il DCF6202 è un caricatore per viti a nastro, consente agli avvitatori per cartongesso DEWALT l'uitlizzo di viti a nastro da 25 a 57mm di lunghezza. Compatibile con DCF620.",/images/dewalt_products_elettroutensili/MeccanismocaricamentorapidovitianastroperavvitatorecartongessoDCF620.webp
Smerigliatrice angolare 125 mm 54V XR FLEXVOLT,dcg418nt-xj,"Smerigliatrice angolare 125 mm 54V XR FLEXVOLT

XR FLEXVOLT JUST GOT BETTER. The DCG418 54V Grinder has up to 30% more power* when used with a 9Ah battery than the DCG414. Delivers corded equivalent power with a no-load speed of 9000 rpm to deliver ultimate performance. It’s part of our PERFORM & PROTECT product line with Kickback Brake and the Anti-Rotation E-CLUTCH System. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCG418 with DCB547 and DCG414 with DCB546.",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mm54VXRFLEXVOLT.webp
Sega universale 54V XR FLEXVOLT 2 x 6 Ah,dcs389t2-qw,"Sega universale 54V XR FLEXVOLT 2 x 6 Ah

",/images/dewalt_products_elettroutensili/Segauniversale54VXRFLEXVOLT2x6Ah.webp
Sega circolare 54V XR FLEXVOLT - 2 x 6ah,dcs579t2-qw,"Sega circolare 54V XR FLEXVOLT - 2 x 6ah

",/images/dewalt_products_elettroutensili/Segacircolare54VXRFLEXVOLT-2x6ah.webp
Chiodatrice a stecca 33°,dpn9033sm-xj,"Chiodatrice a stecca 33°

",/images/dewalt_products_elettroutensili/Chiodatriceastecca33.webp
Levigatrice Qrbitale 1/4 foglio 18V XR - (Solo corpo macchina),dcw200nt-xj,"Levigatrice Qrbitale 1/4 foglio 18V XR - (Solo corpo macchina)

La levigatrice brushless 18V XR da 1/4 di foglio garantisce la potenza e l'autonomia necessarie per portare a termine il lavoro. Un comodo selettore permette di variare le sette velocità per un miglior controllo della velocità da 8000 a 13500 Ordite/min consentendo di adattare la velocità alle varie applicazione. Per facilitare la raccolta della polvere, la levigatrice è dotata di un sacchetto raccoglipolvere che si fissa saldamente alla levigatrice con attacco compatibile con AIRLOCK ™. In alternativa può essere collegata direttamente all’aspirapolvere.",/images/dewalt_products_elettroutensili/LevigatriceQrbitale14foglio18VXR-Solocorpomacchina.webp
Sistema di aspirazione delle polveri da demolizione,dwh052-xj,"Sistema di aspirazione delle polveri da demolizione

",/images/dewalt_products_elettroutensili/Sistemadiaspirazionedellepolveridademolizione.webp
Compressore 10L,dpc10rc-qs,"Compressore 10L

",/images/dewalt_products_elettroutensili/Compressore10L.webp
Groppinatrice 16 Gauge Precision point,dpn1664pp-xj,"Groppinatrice 16 Gauge Precision point

",/images/dewalt_products_elettroutensili/Groppinatrice16GaugePrecisionpoint.webp
Levigatrice orbitale 1/4 di foglio 18V XR,dcw200p2-qw,"Levigatrice orbitale 1/4 di foglio 18V XR

La levigatrice brushless 18V XR da 1/4 di foglio garantisce la potenza e l'autonomia necessarie per portare a termine il lavoro. Un comodo selettore permette di variare le sette velocità per un miglior controllo della velocità da 8000 a 13500 Ordite/min consentendo di adattare la velocità alle varie applicazione. Per facilitare la raccolta della polvere, la levigatrice è dotata di un sacchetto raccoglipolvere che si fissa saldamente alla levigatrice con attacco compatibile con AIRLOCK ™. In alternativa può essere collegata direttamente all’aspirapolvere",/images/dewalt_products_elettroutensili/Levigatriceorbitale14difoglio18VXR.webp
Compressore 16L,dpc16ps-qs,"Compressore 16L

",/images/dewalt_products_elettroutensili/Compressore16L.webp
Inchiodatrice e pinzatrice pneumatica 2 in 1 Brad,dpsb2in1-xj,"Inchiodatrice e pinzatrice pneumatica 2 in 1 Brad

",/images/dewalt_products_elettroutensili/Inchiodatriceepinzatricepneumatica2in1Brad.webp
DWP-CPACK5,dwp-cpack5,"DWP-CPACK5

",/images/dewalt_products_elettroutensili/DWP-CPACK5.webp
Chiodatrice a bobina compatta,dpn75c-xj,"Chiodatrice a bobina compatta

",/images/dewalt_products_elettroutensili/Chiodatriceabobinacompatta.webp
Squadra orientabile per uso come sega a banco per DW742 / DW743,de3496-xj,"Squadra orientabile per uso come sega a banco per DW742 / DW743

",/images/dewalt_products_elettroutensili/SquadraorientabileperusocomesegaabancoperDW742DW743.webp
Cucitrice serie 80. 16mm max,dps8016-xj,"Cucitrice serie 80. 16mm max

",/images/dewalt_products_elettroutensili/Cucitriceserie8016mmmax.webp
Compressore 6L,dpc6mrc-qs,"Compressore 6L

",/images/dewalt_products_elettroutensili/Compressore6L.webp
Cucitrice serie 80. 16mm max,dps8016-xj,"Cucitrice serie 80. 16mm max

",/images/dewalt_products_elettroutensili/Cucitriceserie8016mmmax.webp
Cucitrice serie 80. 16mm max,dps8016-xj,"Cucitrice serie 80. 16mm max

",/images/dewalt_products_elettroutensili/Cucitriceserie8016mmmax.webp
Trapano avvitatore XRP 18V XR Tool Connect - 2 x 5Ah,dcd992p2b-qw,"Trapano avvitatore XRP 18V XR Tool Connect - 2 x 5Ah

",/images/dewalt_products_elettroutensili/TrapanoavvitatoreXRP18VXRToolConnect-2x5Ah.webp
Smerigliatrice angolare 125 mm 54V XR FLEXVOLT - 2 x 9 Ah,dcg418x2-qw,"Smerigliatrice angolare 125 mm 54V XR FLEXVOLT - 2 x 9 Ah

XR FLEXVOLT JUST GOT BETTER. The DCG418 54V Grinder has up to 30% more power* when used with a 9Ah battery than the DCG414. Delivers corded equivalent power with a no-load speed of 9000 rpm to deliver ultimate performance. It’s part of our PERFORM & PROTECT product line with Kickback Brake and the Anti-Rotation E-CLUTCH System. *Products tested under controlled conditions to measure power. Power increase compares peak power of DCG418 with DCB547 and DCG414 with DCB546.",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mm54VXRFLEXVOLT-2x9Ah.webp
Smerigliatrice angolare 125 mm 54V XR FLEXVOLT   2 X 6Ah,dcg418t2-qw,"Smerigliatrice angolare 125 mm 54V XR FLEXVOLT   2 X 6Ah

",/images/dewalt_products_elettroutensili/Smerigliatriceangolare125mm54VXRFLEXVOLT2X6Ah.webp
"Chiave a impulsi 18V XR Tool Connect Compact ad alta coppia da 1/2"" - Unità nuda",dcf896nt-xj,"Chiave a impulsi 18V XR Tool Connect Compact ad alta coppia da 1/2"" - Unità nuda

This 18V XR brushless impact wrench ohhers high torque of 447Nm and up to 813Nm breakaway torque ina compact package, ideal for steel construction, mechanical fastenings and automotive applications. Tool Connect technology built-in allows inventory management, last seen location and the ability to disable tools when out of range from the App. The user can also configure 3 customisable torque and spee settings live from the app which also features an all-new tapping mode exclusive to the DCF896.",/images/dewalt_products_elettroutensili/Chiaveaimpulsi18VXRToolConnectCompactadaltacoppiada12-Unitànuda.webp
Sega universale compatta XR 12V (corpo macchina in TSTAK),dcs312nt-xj,"Sega universale compatta XR 12V (corpo macchina in TSTAK)

Sega universale XR 12V XR compatta . Peso di soli 1,38 kg (solo corpo macchina), efficiente motore brushless, fino a 2800 corse/min, lunghezza della corsa di 16 mm per un taglio rapido ed efficiente. La sega è dotata di LED per la visibilità, di velocità variabile per un maggiore controllo e un sgancio lama senza attrezzi per cambi lama facili e veloci.",/images/dewalt_products_elettroutensili/SegauniversalecompattaXR12VcorpomacchinainTSTAK.webp
Protezione da taglio per calcestruzzo per smerigliatrice angolare da 230 mm,dwe46229-xj,"Protezione da taglio per calcestruzzo per smerigliatrice angolare da 230 mm

High performance cutting guards for professional dust free concrete cutting applications on the toughest jobsites. Available in 230mm to fit most DEWALT angle grinders they allow users to plunge cut into all materials accurately with built-in depth control.",/images/dewalt_products_elettroutensili/Protezionedatagliopercalcestruzzopersmerigliatriceangolareda230mm.webp
